algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
MMC_Supervised,wine,(178|13|3),0,0,0.7132867132867133,0.7091754294379397,0.7295360934705197,0.7091932355271426
LSML_Supervised,wine,(178|13|3),0,0,0.7902097902097902,0.818422519509476,0.7754781519487403,0.7818975702470848
ITML_Supervised,wine,(178|13|3),0,0,0.9790209790209791,0.978066378066378,0.9810030395136778,0.9792766802994969
NCA,wine,(178|13|3),0,0,0.6153846153846154,0.6763363754889179,0.6174830568273192,0.6293792859058346
MLKR,wine,(178|13|3),0,0,0.6713286713286714,0.7286206896551725,0.69852228212388,0.6626111983254841
LFDA,wine,(178|13|3),0,0,0.8951048951048951,0.9223484848484849,0.8825442740372725,0.8905310577839383
LMNN,wine,(178|13|3),0,0,0.9020979020979021,0.9013424518743668,0.9053422006945245,0.9031684969876713
NCA,ionosphere,(351|34|2),0,0,0.7366548042704626,0.7158333333333333,0.6923267326732674,0.6993348756506651
LMNN,ionosphere,(351|34|2),0,0,0.8220640569395018,0.8757546092347854,0.754475138121547,0.7763878278584162
MMC_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9674796747967479,0.9681971774995031,0.9674603174603176
LSML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9612403100775193,0.9603174603174603,0.9583268218992552
ITML_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.983739837398374,0.9848484848484849,0.9839147286821706
NCA,soybean,(150|4|3),0,0,0.95,0.9487179487179486,0.94946165677873,0.9486842105263157
MLKR,soybean,(150|4|3),0,0,0.7666666666666667,0.8315846112456282,0.7984096281968623,0.7612958226768969
LFDA,soybean,(150|4|3),0,0,0.9083333333333333,0.9236111111111112,0.9166666666666666,0.9092436974789916
LMNN,soybean,(150|4|3),0,0,0.95,0.9495726495726494,0.949935815147625,0.9493589743589744
MMC_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9603174603174603,0.9572649572649573,0.9560719033581875
LSML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9597288676236043,0.9588550983899822,0.9591978902323729
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.9753968253968254,0.9759491154839992,0.9755770662695458
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9580658964484381,0.9576923076923077,0.9577788466677356
MLKR,iris,(150|4|3),0,0,0.9666666666666667,0.9674796747967479,0.9674796747967479,0.9658119658119659
LFDA,iris,(150|4|3),0,0,0.9583333333333334,0.9604840234448856,0.9603174603174603,0.9603118355776045
LMNN,iris,(150|4|3),0,0,0.9666666666666667,0.966645820304357,0.966645820304357,0.966645820304357
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5411764705882353,0.5513392857142857,0.5382059800664452,0.5082331998219849
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9693877551020409,0.9615384615384616,0.9642105263157895
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.47857142857142854,0.4792128603104213,0.4764837625979843
NCA,poisoned_synthetic,(106|2|2),0,0,0.5529411764705883,0.5734355044699873,0.5638888888888889,0.542233560090703
MLKR,poisoned_synthetic,(106|2|2),0,0,0.7058823529411765,0.7950819672131147,0.7448979591836735,0.6999011439062279
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9777777777777779,0.9761904761904762,0.9764412416851441
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4235294117647059,0.39054726368159204,0.4269102990033223,0.37359001353587007
MMC_Supervised,wine,(178|13|3),0,0,0.7622377622377622,0.7513736263736264,0.762138570649209,0.75267968277677
LSML_Supervised,wine,(178|13|3),0,0,0.7342657342657343,0.7446229292968297,0.7242720701367319,0.7272078246590992
ITML_Supervised,wine,(178|13|3),0,0,0.9370629370629371,0.9330808080808081,0.9500000000000001,0.9370741900292727
NCA,wine,(178|13|3),0,0,0.7202797202797203,0.6918867216350053,0.6968860254640282,0.6792249512036435
MLKR,wine,(178|13|3),0,0,0.7202797202797203,0.7451211225007418,0.7382425904165034,0.7214445992757592
LFDA,wine,(178|13|3),0,0,0.9440559440559441,0.9413358839470747,0.9548022598870056,0.9450581164866879
LMNN,wine,(178|13|3),0,0,0.8531468531468531,0.8776844070961718,0.8465861623756362,0.8503706449221647
NCA,ionosphere,(351|34|2),0,0,0.8434163701067615,0.8714235377026074,0.7911878453038674,0.8119143239625166
LMNN,ionosphere,(351|34|2),0,0,0.6405693950177936,0.8163636363636364,0.5280373831775701,0.4406251847763959
MMC_Supervised,soybean,(150|4|3),0,0,0.95,0.9511904761904763,0.9511904761904763,0.9511904761904763
LSML_Supervised,soybean,(150|4|3),0,0,0.975,0.975,0.9767441860465116,0.9749647942419027
ITML_Supervised,soybean,(150|4|3),0,0,0.9333333333333333,0.9386243386243387,0.9345424223473003,0.9331662489557226
NCA,soybean,(150|4|3),0,0,0.9666666666666667,0.9674849267872524,0.9655541292255028,0.966108966108966
MLKR,soybean,(150|4|3),0,0,0.925,0.9361702127659575,0.9285714285714285,0.9247058823529412
LFDA,soybean,(150|4|3),0,0,0.9333333333333333,0.9337085678549094,0.9337085678549094,0.9333333333333332
LMNN,soybean,(150|4|3),0,0,0.9,0.9162500000000001,0.9043650793650794,0.9015015015015017
MMC_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9682539682539683,0.9674796747967479,0.9662393162393164
LSML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.959349593495935,0.9612403100775193,0.9577788466677356
ITML_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666668
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9581803345573235,0.9592547092547092,0.9586206896551723
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9603174603174603,0.962121212121212,0.9588226323013574
LFDA,iris,(150|4|3),0,0,0.9333333333333333,0.936477174849268,0.9354354354354354,0.9324786324786324
LMNN,iris,(150|4|3),0,0,0.95,0.9535742035742035,0.952906976744186,0.9518002322880372
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4783834586466165,0.48057432432432434,0.45268756998880183
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5764705882352941,0.5922759433962264,0.5872352285395763,0.5735785953177257
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5529411764705883,0.5513888888888889,0.5513888888888889,0.5513888888888889
NCA,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5211538461538462,0.5152439024390244,0.47376179245283023
MLKR,poisoned_synthetic,(106|2|2),0,0,0.8235294117647058,0.8253079507278835,0.8220620842572062,0.8226457087216581
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4703389830508474,0.4746376811594203,0.44586167800453513
MMC_Supervised,wine,(178|13|3),0,0,0.6923076923076923,0.6795355587808419,0.6801587301587301,0.6663729757352553
LSML_Supervised,wine,(178|13|3),0,0,0.5734265734265734,0.5751396488828089,0.57502574002574,0.5641489640702858
ITML_Supervised,wine,(178|13|3),0,0,0.965034965034965,0.9687687687687688,0.9674853801169591,0.9672998868204347
NCA,wine,(178|13|3),0,0,0.6853146853146853,0.681324876673714,0.6940270128507736,0.6860309454873758
MLKR,wine,(178|13|3),0,0,0.7132867132867133,0.6994152046783627,0.6878464276633612,0.6694085066295168
LFDA,wine,(178|13|3),0,0,0.8111888111888111,0.8597417840375586,0.7967032967032966,0.8020867462657758
LMNN,wine,(178|13|3),0,0,0.8881118881118881,0.8881900768693223,0.8895881492664056,0.8880338039421288
NCA,ionosphere,(351|34|2),0,0,0.8185053380782918,0.873675935120821,0.749475138121547,0.7709861450692748
LMNN,ionosphere,(351|34|2),0,0,0.800711743772242,0.8632125263898662,0.7271177117711771,0.7453721682847898
MMC_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9844961240310077,0.9844961240310077,0.9841269841269842
LSML_Supervised,soybean,(150|4|3),0,0,0.9083333333333333,0.9186613475177304,0.9099272571673085,0.9066344345957561
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.9761627906976744,0.9758033294618661,0.9758896151053014
NCA,soybean,(150|4|3),0,0,0.9416666666666667,0.9457364341085271,0.9457364341085271,0.940928270042194
MLKR,soybean,(150|4|3),0,0,0.9583333333333334,0.9602203182374541,0.9591463414634146,0.9588226323013574
LFDA,soybean,(150|4|3),0,0,0.9583333333333334,0.9603174603174603,0.959349593495935,0.9572579319414762
LMNN,soybean,(150|4|3),0,0,0.925,0.929590017825312,0.925950340584487,0.9229629629629631
MMC_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9598930481283423,0.9558338826631511,0.9569179784589892
LSML_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9679722562219503,0.9668699186991869,0.9670329670329672
ITML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9629629629629629,0.962121212121212,0.9603118355776047
NCA,iris,(150|4|3),0,0,0.9666666666666667,0.9653508771929825,0.9669312169312169,0.9657218193803558
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9590964590964591,0.9587398373983739,0.9588226323013572
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9658119658119658,0.966600747088552,0.9657894736842105
LMNN,iris,(150|4|3),0,0,0.8333333333333334,0.8676826318335752,0.8465367965367966,0.829004329004329
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4375876577840112,0.4506651884700665,0.42364386792452835
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.5122767857142857,0.5092385218365062,0.4607843137254902
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5179955703211517,0.5180555555555555,0.5173798642847252
NCA,poisoned_synthetic,(106|2|2),0,0,0.4,0.4172099087353325,0.42800453514739234,0.391578947368421
MLKR,poisoned_synthetic,(106|2|2),0,0,0.8823529411764706,0.9107142857142857,0.8717948717948718,0.8774509803921569
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9693877551020409,0.9615384615384616,0.9642105263157895
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4,0.40996503496503495,0.41300675675675674,0.39866833125260087
MMC_Supervised,wine,(178|13|3),0,0,0.7202797202797203,0.7432134996331622,0.7255229367298334,0.7272501622942681
LSML_Supervised,wine,(178|13|3),0,0,0.6293706293706294,0.43417190775681336,0.6045454545454545,0.5025239957340917
ITML_Supervised,wine,(178|13|3),0,0,0.965034965034965,0.9735449735449735,0.9561602418745275,0.963181626062711
NCA,wine,(178|13|3),0,0,0.6993006993006993,0.6919394754762735,0.6844710844710845,0.6869757688723207
MLKR,wine,(178|13|3),0,0,0.6643356643356644,0.6928329398917635,0.6682821118991331,0.6706551486161682
LFDA,wine,(178|13|3),0,0,0.8741258741258742,0.8795569509855223,0.8798453975758941,0.8768859576576346
LMNN,wine,(178|13|3),0,0,0.9440559440559441,0.9503843466107617,0.9473684210526315,0.9471407236113119
NCA,ionosphere,(351|34|2),0,0,0.8576512455516014,0.8815457203615098,0.8144648921020923,0.8335110795117905
LMNN,ionosphere,(351|34|2),0,0,0.6619217081850534,0.8253676470588236,0.5432692307692307,0.4738553718193823
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9645390070921985,0.9603174603174603,0.9601763618261984
LSML_Supervised,soybean,(150|4|3),0,0,0.7166666666666667,0.8447488584474886,0.7588652482269503,0.709920634920635
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9710144927536232,0.9666666666666667,0.967304625199362
NCA,soybean,(150|4|3),0,0,0.9166666666666666,0.9203463203463204,0.9174154899443732,0.915489944373128
MLKR,soybean,(150|4|3),0,0,0.9583333333333334,0.9603174603174603,0.9612403100775193,0.9583268218992552
LFDA,soybean,(150|4|3),0,0,0.9833333333333333,0.9844961240310077,0.9833333333333334,0.9835164835164836
LMNN,soybean,(150|4|3),0,0,0.9083333333333333,0.9073598630723149,0.907051282051282,0.9071134626690182
MMC_Supervised,iris,(150|4|3),0,0,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9915611814345991
LSML_Supervised,iris,(150|4|3),0,0,0.95,0.9507936507936509,0.9484930274403959,0.947972972972973
ITML_Supervised,iris,(150|4|3),0,0,0.9333333333333333,0.9349206349206348,0.9349206349206348,0.9349206349206348
NCA,iris,(150|4|3),0,0,0.925,0.9319279754062363,0.9247863247863247,0.9236099919419822
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9612403100775193,0.9583333333333334,0.9572016460905349
LFDA,iris,(150|4|3),0,0,0.9416666666666667,0.9413315754779169,0.9407894736842105,0.9401611047180668
LMNN,iris,(150|4|3),0,0,0.9,0.9199999999999999,0.9069767441860465,0.9004914004914005
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.5050125313283208,0.5045045045045045,0.4764837625979843
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.47,0.4750554323725055,0.4551282051282052
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9666666666666667,0.9651162790697674,0.9646863315330287
NCA,poisoned_synthetic,(106|2|2),0,0,0.6235294117647059,0.7408789386401327,0.6635698198198199,0.6037296037296038
MLKR,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.44840801886792453,0.45138888888888884,0.44586167800453513
LFDA,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5040983606557377,0.5033222591362125,0.4798951048951049
LMNN,poisoned_synthetic,(106|2|2),0,0,0.5411764705882353,0.5504535147392291,0.5498320268756999,0.5409223099293727
MMC_Supervised,wine,(178|13|3),0,0,0.8321678321678322,0.8590110878034163,0.8095156695156694,0.8173178694158075
LSML_Supervised,wine,(178|13|3),0,0,0.7202797202797203,0.7451052251651952,0.7089918946301926,0.7182608695652174
ITML_Supervised,wine,(178|13|3),0,0,0.965034965034965,0.9686653771760154,0.9653968253968254,0.9662231888065782
NCA,wine,(178|13|3),0,0,0.6503496503496503,0.6612915479582147,0.664294302447349,0.6488095238095238
MLKR,wine,(178|13|3),0,0,0.6433566433566433,0.689520624303233,0.6072641509433963,0.5904797385231326
LFDA,wine,(178|13|3),0,0,0.8321678321678322,0.8374384236453203,0.8223799098183334,0.8255399772641151
LMNN,wine,(178|13|3),0,0,0.951048951048951,0.9558707643814026,0.9480994152046783,0.9515126462494884
NCA,ionosphere,(351|34|2),0,0,0.8576512455516014,0.8809108662295997,0.8060006723442402,0.8277975242063979
LMNN,ionosphere,(351|34|2),0,0,0.8327402135231317,0.8552132701421802,0.786162321370132,0.8037505386569981
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9585157390035439,0.9583333333333334,0.9583268218992552
LSML_Supervised,soybean,(150|4|3),0,0,0.95,0.9522313010685104,0.9508025849489264,0.9499687304565354
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.975,0.975609756097561,0.9743547591648859
NCA,soybean,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9572649572649573,0.9580118616490841
MLKR,soybean,(150|4|3),0,0,0.8916666666666667,0.8961292688036875,0.8957070707070707,0.891546856279627
LFDA,soybean,(150|4|3),0,0,0.975,0.9757936507936508,0.975609756097561,0.9756061282165699
LMNN,soybean,(150|4|3),0,0,0.9666666666666667,0.9696969696969697,0.9689922480620154,0.9678668215253582
MMC_Supervised,iris,(150|4|3),0,0,0.95,0.9505494505494506,0.9505494505494506,0.9505494505494506
LSML_Supervised,iris,(150|4|3),0,0,0.95,0.9508025849489264,0.9522313010685104,0.9499687304565354
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.9767441860465116,0.975609756097561,0.9752935793808145
NCA,iris,(150|4|3),0,0,0.9333333333333333,0.9332916406087137,0.9332916406087137,0.9332916406087137
MLKR,iris,(150|4|3),0,0,0.95,0.951984126984127,0.9533492822966507,0.9511904761904763
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9666666666666667,0.9696969696969697,0.9665831244778613
LMNN,iris,(150|4|3),0,0,0.975,0.9747308283893649,0.9741228070175438,0.974320987654321
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.36470588235294116,0.367827868852459,0.3910472972972973,0.3494897959183673
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5169334975369458,0.5152777777777778,0.49746621621621623
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.5211748633879781,0.5173572228443448,0.48001138141983213
NCA,poisoned_synthetic,(106|2|2),0,0,0.7058823529411765,0.7333333333333334,0.6944444444444444,0.6886446886446886
MLKR,poisoned_synthetic,(106|2|2),0,0,0.6941176470588235,0.7237617924528301,0.7136824324324325,0.6930555555555556
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9176470588235294,0.9299999999999999,0.9166666666666667,0.9169110459433041
LMNN,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.5443840579710145,0.5274356103023516,0.45779557929090636
MMC_Supervised,wine,(178|13|3),0,0,0.7972027972027972,0.7911777488048674,0.7901559454191034,0.7874093967483901
LSML_Supervised,wine,(178|13|3),0,0,0.6713286713286714,0.7034944066428324,0.6787916232253414,0.6775740409461339
ITML_Supervised,wine,(178|13|3),0,0,0.9440559440559441,0.9432748538011696,0.9499415204678363,0.9451754385964911
NCA,wine,(178|13|3),0,0,0.7062937062937062,0.6851916018582686,0.6960003638690981,0.6893812557529371
MLKR,wine,(178|13|3),0,0,0.6713286713286714,0.6305666893743762,0.6413160271953596,0.6128553370373637
LFDA,wine,(178|13|3),0,0,0.916083916083916,0.922666013232051,0.9158213716108453,0.9179096905124302
LMNN,wine,(178|13|3),0,0,0.7972027972027972,0.81003256003256,0.7894135149949104,0.7864214818880081
NCA,ionosphere,(351|34|2),0,0,0.7793594306049823,0.7764394829612221,0.7319257311863293,0.7435527555346209
LMNN,ionosphere,(351|34|2),0,0,0.8042704626334519,0.8574458874458875,0.7291319791319791,0.7488502851942733
MMC_Supervised,soybean,(150|4|3),0,0,0.975,0.9757936507936508,0.975609756097561,0.9756061282165699
LSML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9655541292255028,0.9674849267872524,0.966108966108966
ITML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9570400359874044,0.9582204155374887,0.9566807313642757
NCA,soybean,(150|4|3),0,0,0.9083333333333333,0.907192075796727,0.9054891128061859,0.9060730855581491
MLKR,soybean,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9583333333333334,0.9586206896551724
LFDA,soybean,(150|4|3),0,0,0.975,0.9767441860465116,0.9736842105263158,0.9742531770919293
LMNN,soybean,(150|4|3),0,0,0.8833333333333333,0.9066666666666666,0.8939393939393939,0.8826733710454641
MMC_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9416666666666668,0.9418386491557224,0.9416575506589572
LSML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.958994708994709,0.9572649572649573,0.9572016460905349
ITML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9445773524720892,0.9430894308943089,0.9430131546289401
NCA,iris,(150|4|3),0,0,0.975,0.9772727272727272,0.9743589743589745,0.9749019607843138
MLKR,iris,(150|4|3),0,0,0.9666666666666667,0.9689922480620154,0.9674796747967479,0.966645820304357
LFDA,iris,(150|4|3),0,0,0.975,0.9787234042553191,0.9705882352941176,0.9736263736263737
LMNN,iris,(150|4|3),0,0,0.9416666666666667,0.9403153153153153,0.9403153153153153,0.9393939393939394
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9673913043478262,0.9642857142857143,0.9646275488972118
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4884672619047619,0.49136008918617613,0.4457325025358644
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.503968253968254,0.5030454042081949,0.47376179245283023
NCA,poisoned_synthetic,(106|2|2),0,0,0.5647058823529412,0.5711086226203808,0.5711086226203808,0.5647058823529411
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5411764705882353,0.5833333333333333,0.5624303232998885,0.5196348355310825
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9529411764705882,0.9583333333333333,0.9512195121951219,0.9526198439241917
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
MMC_Supervised,wine,(178|13|3),0,0,0.6153846153846154,0.4272481406355646,0.5991666666666666,0.49536454693687393
LSML_Supervised,wine,(178|13|3),0,0,0.7482517482517482,0.7716117216117215,0.7453534197813374,0.7495673391317016
