algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9592547092547092,0.9581803345573235,0.9586206896551723
LSML_Supervised,soybean,(150|4|3),0,0,0.925,0.9275678294573644,0.9223646723646723,0.9197717953289356
ITML_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9851851851851853,0.9833333333333334,0.9838772338772338
NCA,soybean,(150|4|3),0,0,0.9666666666666667,0.9662280701754385,0.9662280701754385,0.9658119658119659
MLKR,soybean,(150|4|3),0,0,0.8916666666666667,0.911965811965812,0.8943089430894308,0.8923721540713817
LFDA,soybean,(150|4|3),0,0,0.95,0.9525835866261398,0.9491491491491492,0.9504830917874396
LMNN,soybean,(150|4|3),0,0,0.95,0.9491228070175438,0.9491228070175438,0.9487179487179488
MMC_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9608621667612024,0.9613636363636364,0.9603118355776045
LSML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9412269412269412,0.9405220367993153,0.9407764390896921
ITML_Supervised,iris,(150|4|3),0,0,0.9166666666666666,0.9181929181929182,0.9166666666666666,0.9171555006689308
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9597329888027563,0.9574786324786325,0.9576974564926374
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9603174603174603,0.9603174603174603,0.9578059071729959
LFDA,iris,(150|4|3),0,0,0.975,0.9760765550239235,0.9751540449214868,0.9755187341394239
LMNN,iris,(150|4|3),0,0,0.8916666666666667,0.9133333333333334,0.8968253968253969,0.8891587070314607
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4818349753694582,0.4835562987736901,0.4631578947368421
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4117647058823529,0.43065268065268064,0.43137254901960786,0.4116832779623477
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9673913043478262,0.9642857142857143,0.9646275488972118
NCA,poisoned_synthetic,(106|2|2),0,0,0.5411764705882353,0.5425685425685425,0.5327050997782705,0.5082331998219848
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5098536036036037,0.5097222222222222,0.5052660753880266
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9411764705882353,0.9479166666666667,0.9404761904761905,0.9408819029072193
LMNN,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.4783333333333334,0.48194444444444445,0.4644688644688645
MMC_Supervised,wine,(178|13|3),0,0,0.6573426573426573,0.6973581973581974,0.641536559979183,0.6593667679702961
LSML_Supervised,wine,(178|13|3),0,0,0.6503496503496503,0.7036568213783404,0.6560529238495341,0.6409952055113345
ITML_Supervised,wine,(178|13|3),0,0,0.9440559440559441,0.9452976451660086,0.9461182847122589,0.9448805163090878
NCA,wine,(178|13|3),0,0,0.6503496503496503,0.6022296544035675,0.6330147862882137,0.605662568306011
MLKR,wine,(178|13|3),0,0,0.7062937062937062,0.7222264660199119,0.7335257335257336,0.7042450031520007
LFDA,wine,(178|13|3),0,0,0.8881118881118881,0.8841476697548661,0.8964646464646465,0.887672630257376
LMNN,wine,(178|13|3),0,0,0.7832167832167832,0.8045073375262054,0.8105823214518866,0.7811100936100935
NCA,ionosphere,(351|34|2),0,0,0.800711743772242,0.7781954887218046,0.7722127900396152,0.7749942804850148
LMNN,ionosphere,(351|34|2),0,0,0.6797153024911032,0.8008254716981131,0.5692905258583225,0.5231900452488687
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.957905982905983,0.957905982905983,0.9578059071729959
LSML_Supervised,soybean,(150|4|3),0,0,0.95,0.955015197568389,0.9495130192804612,0.9507507507507507
ITML_Supervised,soybean,(150|4|3),0,0,0.9416666666666667,0.9420024420024421,0.9426764585883313,0.9422459893048128
NCA,soybean,(150|4|3),0,0,0.975,0.974867724867725,0.973851900681169,0.9742531770919293
MLKR,soybean,(150|4|3),0,0,0.95,0.9555555555555556,0.9555555555555556,0.9523809523809524
LFDA,soybean,(150|4|3),0,0,0.9666666666666667,0.9674603174603175,0.9674603174603175,0.9674603174603176
LMNN,soybean,(150|4|3),0,0,0.9416666666666667,0.9421850079744817,0.9440545808966861,0.9430225376174519
MMC_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9679722562219503,0.9668699186991869,0.9670329670329672
LSML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.959349593495935,0.9612403100775193,0.9577788466677356
ITML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.962121212121212,0.956140350877193,0.9564455003111036
NCA,iris,(150|4|3),0,0,0.975,0.9743589743589743,0.9745614035087721,0.9743547591648859
MLKR,iris,(150|4|3),0,0,0.975,0.9752368647717485,0.9740454740454741,0.9745366639806607
LFDA,iris,(150|4|3),0,0,0.95,0.9574468085106383,0.9500000000000001,0.9502457002457003
LMNN,iris,(150|4|3),0,0,0.95,0.9555555555555556,0.9459459459459459,0.9467787114845939
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9673913043478262,0.9642857142857143,0.9646275488972118
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.49019607843137253,0.49057649667405767,0.48701754385964924
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5005630630630631,0.5005574136008919,0.5002799552071668
NCA,poisoned_synthetic,(106|2|2),0,0,0.6470588235294118,0.6614285714285715,0.6581746920492721,0.6466186252771619
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5288248337028825,0.5288248337028825,0.5288248337028825
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9787234042553192,0.975,0.9763099219620959
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.47861150070126224,0.4829227323628219,0.4414285714285714
MMC_Supervised,wine,(178|13|3),0,0,0.6923076923076923,0.701010101010101,0.6875,0.692026347146829
LSML_Supervised,wine,(178|13|3),0,0,0.7062937062937062,0.6999741705799795,0.7129419821344047,0.6972897669706181
ITML_Supervised,wine,(178|13|3),0,0,0.9020979020979021,0.9069390120237578,0.9082842240736978,0.9067652623856044
NCA,wine,(178|13|3),0,0,0.6993006993006993,0.6813014029995162,0.6921497584541063,0.6852131994989138
MLKR,wine,(178|13|3),0,0,0.6433566433566433,0.7105234544889717,0.6732882882882884,0.6457869634340223
LFDA,wine,(178|13|3),0,0,0.9300699300699301,0.9295074671919686,0.9373251970505976,0.9325591711911184
LMNN,wine,(178|13|3),0,0,0.8111888111888111,0.8098223615464996,0.7968412539841111,0.7981422835212754
NCA,ionosphere,(351|34|2),0,0,0.7651245551601423,0.8015727591998778,0.710689140174952,0.7198150833937637
LMNN,ionosphere,(351|34|2),0,0,0.797153024911032,0.8817427385892116,0.7061855670103092,0.7249119793902963
MMC_Supervised,soybean,(150|4|3),0,0,0.95,0.9511904761904763,0.9511904761904763,0.9511904761904763
LSML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9664529914529915,0.9668378262729996,0.9662393162393164
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.975609756097561,0.975,0.9743547591648859
NCA,soybean,(150|4|3),0,0,0.975,0.9751179751179752,0.9743260590500641,0.9746184738955823
MLKR,soybean,(150|4|3),0,0,0.9666666666666667,0.9662393162393162,0.9662393162393162,0.9662393162393162
LFDA,soybean,(150|4|3),0,0,0.925,0.932845744680851,0.9232905982905982,0.9232637202525499
LMNN,soybean,(150|4|3),0,0,0.95,0.9511392999765093,0.9464079464079465,0.9470383275261325
MMC_Supervised,iris,(150|4|3),0,0,0.875,0.8849487785657999,0.8813953488372093,0.8792375963916775
LSML_Supervised,iris,(150|4|3),0,0,0.8916666666666667,0.9133333333333334,0.8992248062015503,0.8908308402876188
ITML_Supervised,iris,(150|4|3),0,0,0.95,0.948268106162843,0.9486486486486486,0.94804318488529
NCA,iris,(150|4|3),0,0,0.9666666666666667,0.9682539682539683,0.9649122807017544,0.9648148148148148
MLKR,iris,(150|4|3),0,0,0.95,0.9531122031122031,0.9510162601626017,0.9505494505494504
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9661959777492511,0.9661959777492511,0.9661959777492511
LMNN,iris,(150|4|3),0,0,0.9083333333333333,0.9180124223602485,0.9152334152334153,0.9094097910629863
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5277777777777778,0.5241130820399112,0.5041968985630958
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.49800637958532695,0.4986111111111111,0.4487028301886793
NCA,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.46111111111111114,0.46098104793756967,0.4587486157253599
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5647058823529412,0.5712274774774775,0.5705128205128205,0.5644647555740202
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9411764705882353,0.9468085106382979,0.9418604651162791,0.9410459148286864
MMC_Supervised,wine,(178|13|3),0,0,0.8601398601398601,0.8527380300779316,0.859927879197656,0.8528508959958844
LSML_Supervised,wine,(178|13|3),0,0,0.7622377622377622,0.7683078951371635,0.7471429117455949,0.7520025981407056
ITML_Supervised,wine,(178|13|3),0,0,0.8881118881118881,0.8880230880230879,0.913978494623656,0.8893857738026986
NCA,wine,(178|13|3),0,0,0.6783216783216783,0.6633789424487099,0.6529445990784859,0.6460179721547302
MLKR,wine,(178|13|3),0,0,0.6923076923076923,0.6994127529951167,0.6758572926025757,0.6734493385549141
LFDA,wine,(178|13|3),0,0,0.8951048951048951,0.8933309758011733,0.9090038314176244,0.898200605315426
LMNN,wine,(178|13|3),0,0,0.8811188811188811,0.9086641058472044,0.8640472521828455,0.8749760043877691
NCA,ionosphere,(351|34|2),0,0,0.6654804270462633,0.6449115044247787,0.6500490891240318,0.6465692571183901
LMNN,ionosphere,(351|34|2),0,0,0.8149466192170819,0.8642159108260803,0.7581439393939393,0.7761367814683171
MMC_Supervised,soybean,(150|4|3),0,0,0.95,0.9517441860465117,0.9517441860465117,0.9517441860465117
LSML_Supervised,soybean,(150|4|3),0,0,0.9333333333333333,0.9349698535745047,0.9329059829059828,0.9323919554985024
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9689922480620154,0.9682359614293817
NCA,soybean,(150|4|3),0,0,0.9416666666666667,0.9470085470085471,0.9462121212121213,0.9444365698086464
MLKR,soybean,(150|4|3),0,0,0.975,0.9754871150219988,0.9745196324143692,0.9749019607843138
LFDA,soybean,(150|4|3),0,0,0.9833333333333333,0.982905982905983,0.983739837398374,0.9828947368421054
LMNN,soybean,(150|4|3),0,0,0.925,0.9347826086956522,0.9285714285714285,0.923855421686747
MMC_Supervised,iris,(150|4|3),0,0,0.975,0.9740454740454741,0.9752368647717485,0.9745366639806607
LSML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9430894308943089,0.9445773524720892,0.9430131546289401
ITML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9457364341085271,0.9469696969696969,0.9416575506589572
NCA,iris,(150|4|3),0,0,0.8583333333333333,0.8556980056980056,0.8606804478897502,0.8549883884473228
MLKR,iris,(150|4|3),0,0,0.95,0.9495726495726494,0.949935815147625,0.9493589743589744
LFDA,iris,(150|4|3),0,0,0.975,0.975609756097561,0.9761904761904763,0.974996093139553
LMNN,iris,(150|4|3),0,0,0.9666666666666667,0.9669312169312171,0.9653508771929825,0.965721819380356
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.8470588235294118,0.8458333333333333,0.8469899665551839,0.8462929475587704
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5735294117647058,0.5472222222222222,0.4922341696535244
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4235294117647059,0.3997194950911641,0.42081949058693247,0.38974358974358975
NCA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5045454545454545,0.5041528239202658,0.494047619047619
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9693877551020409,0.9615384615384616,0.9642105263157895
LMNN,poisoned_synthetic,(106|2|2),0,0,0.5882352941176471,0.5958279009126467,0.5814855875831486,0.5689030575278946
MMC_Supervised,wine,(178|13|3),0,0,0.8041958041958042,0.8201466049382716,0.7866406332251797,0.7895681613615908
LSML_Supervised,wine,(178|13|3),0,0,0.7552447552447552,0.8183447376995764,0.731519120746763,0.7176922190533807
ITML_Supervised,wine,(178|13|3),0,0,0.951048951048951,0.9527386003134196,0.9536662168241116,0.9523865238150954
NCA,wine,(178|13|3),0,0,0.6923076923076923,0.6981242109246799,0.6974378116595362,0.6899074074074075
MLKR,wine,(178|13|3),0,0,0.6713286713286714,0.6385620915032679,0.6442156114924994,0.6093218982275587
LFDA,wine,(178|13|3),0,0,0.6643356643356644,0.691005291005291,0.687029671992078,0.6652358926919519
LMNN,wine,(178|13|3),0,0,0.8671328671328671,0.8925353925353926,0.8633892513202858,0.8694699163449163
NCA,ionosphere,(351|34|2),0,0,0.8327402135231317,0.8692548480684074,0.7696832831493252,0.7922937799795549
LMNN,ionosphere,(351|34|2),0,0,0.6583629893238434,0.8215613382899628,0.5555555555555556,0.49140271493212667
MMC_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9678668215253582,0.9678668215253582,0.9678668215253582
LSML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9608465608465608,0.9569757727652465,0.9580118616490841
ITML_Supervised,soybean,(150|4|3),0,0,0.95,0.9523809523809524,0.9534883720930232,0.9493589743589742
NCA,soybean,(150|4|3),0,0,0.9333333333333333,0.9354978354978355,0.932051282051282,0.9322179322179321
MLKR,soybean,(150|4|3),0,0,0.9166666666666666,0.9186991869918698,0.9186991869918698,0.9186991869918698
LFDA,soybean,(150|4|3),0,0,0.9666666666666667,0.9722222222222222,0.963963963963964,0.9664596273291925
LMNN,soybean,(150|4|3),0,0,0.9083333333333333,0.9150873281308064,0.91343669250646,0.9135340084154066
MMC_Supervised,iris,(150|4|3),0,0,0.95,0.953953953953954,0.9512195121951219,0.9511031604054859
LSML_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9678294573643411,0.9678294573643411,0.9678294573643411
ITML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9473457984096282,0.9394319131161236,0.9409189217703223
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9606879606879607,0.9585365853658536,0.9587471352177234
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9563409563409563,0.956140350877193,0.9561327561327561
LFDA,iris,(150|4|3),0,0,0.95,0.9539911308203991,0.9546296296296296,0.9529346622369878
LMNN,iris,(150|4|3),0,0,0.9416666666666667,0.9523809523809524,0.94017094017094,0.9414951245937161
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.38823529411764707,0.38725490196078427,0.39162971175166295,0.3840579710144928
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.4423076923076923,0.4700665188470067,0.4029374201787994
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5647058823529412,0.5580778301886793,0.5549052396878484,0.552567932849623
NCA,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5517113095238095,0.5387402452619844,0.49500072453267646
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5119047619047619,0.508859357696567,0.4737617924528302
LFDA,poisoned_synthetic,(106|2|2),0,0,0.5176470588235295,0.5172798216276477,0.5171650055370985,0.5165765015952282
LMNN,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
MMC_Supervised,wine,(178|13|3),0,0,0.7902097902097902,0.7879597367402246,0.7882590073066265,0.78097510099294
LSML_Supervised,wine,(178|13|3),0,0,0.7202797202797203,0.7064118629908104,0.7058770125629635,0.6999547338848161
ITML_Supervised,wine,(178|13|3),0,0,0.9230769230769231,0.9285464709993012,0.926981981981982,0.9270212004911013
NCA,wine,(178|13|3),0,0,0.7202797202797203,0.7219685141816289,0.7076023391812866,0.7130716113766962
MLKR,wine,(178|13|3),0,0,0.7202797202797203,0.7203366853987972,0.7293157564344005,0.718585286890496
LFDA,wine,(178|13|3),0,0,0.9090909090909091,0.9296296296296296,0.9001062394119504,0.9101666674964362
LMNN,wine,(178|13|3),0,0,0.8461538461538461,0.8377543318719788,0.8494231936854888,0.8419739078349542
NCA,ionosphere,(351|34|2),0,0,0.797153024911032,0.8342876775080166,0.7378585397653195,0.7537248028045573
LMNN,ionosphere,(351|34|2),0,0,0.8149466192170819,0.8803873431533006,0.7343960107575078,0.7572434875066454
MMC_Supervised,soybean,(150|4|3),0,0,0.95,0.9505494505494506,0.9505494505494506,0.9505494505494506
LSML_Supervised,soybean,(150|4|3),0,0,0.95,0.9591836734693877,0.9534883720930232,0.9532608695652174
ITML_Supervised,soybean,(150|4|3),0,0,0.95,0.9504283965728274,0.9504283965728274,0.9504283965728274
NCA,soybean,(150|4|3),0,0,0.9416666666666667,0.9427217915590008,0.9405982905982905,0.9407764390896921
MLKR,soybean,(150|4|3),0,0,0.9333333333333333,0.9348370927318296,0.9348370927318296,0.9333333333333332
LFDA,soybean,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9674796747967479,0.9674021069369907
LMNN,soybean,(150|4|3),0,0,0.9666666666666667,0.9676434676434676,0.9672764227642277,0.9670731707317074
MMC_Supervised,iris,(150|4|3),0,0,0.975,0.9754065040650407,0.9754065040650407,0.9753086419753085
LSML_Supervised,iris,(150|4|3),0,0,0.975,0.9757936507936508,0.975609756097561,0.9756061282165699
ITML_Supervised,iris,(150|4|3),0,0,0.95,0.9519938056523422,0.9523255813953488,0.9518002322880372
NCA,iris,(150|4|3),0,0,0.9416666666666667,0.9399122807017544,0.9404526477697209,0.940082304526749
MLKR,iris,(150|4|3),0,0,0.95,0.9511599511599512,0.9508130081300813,0.9506097560975609
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9689922480620154,0.9682359614293817
LMNN,iris,(150|4|3),0,0,0.9666666666666667,0.9662393162393162,0.9662393162393162,0.9662393162393164
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.46739130434782605,0.4742239467849224,0.44870283018867924
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4787296037296037,0.47965440356744704,0.4679371261649743
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.2411764705882353,0.5,0.3253968253968254
NCA,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5170990566037736,0.516164994425864,0.5025083612040133
MLKR,poisoned_synthetic,(106|2|2),0,0,0.6352941176470588,0.7077114427860697,0.6387043189368771,0.603699804481877
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9176470588235294,0.9285714285714286,0.9186046511627908,0.917234664070107
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.46830985915492956,0.48236282194848823,0.3991577680854264
MMC_Supervised,wine,(178|13|3),0,0,0.7202797202797203,0.7011525511525512,0.7094796192540554,0.7038198908878813
LSML_Supervised,wine,(178|13|3),0,0,0.7552447552447552,0.765978800290657,0.7643395288544946,0.7483056185437139
ITML_Supervised,wine,(178|13|3),0,0,0.9370629370629371,0.9447213913814113,0.9361861861861861,0.938560166334575
NCA,wine,(178|13|3),0,0,0.6643356643356644,0.6870940170940171,0.6421225937183385,0.6487078313120517
MLKR,wine,(178|13|3),0,0,0.7412587412587412,0.7316279069767443,0.7351851851851853,0.7308529516148113
LFDA,wine,(178|13|3),0,0,0.8251748251748252,0.8392953929539294,0.831897968575373,0.8330704477909312
LMNN,wine,(178|13|3),0,0,0.9230769230769231,0.9270609938890811,0.921911421911422,0.9226732832045924
NCA,ionosphere,(351|34|2),0,0,0.8291814946619217,0.8874958622972526,0.7598790098790099,0.7835686777920412
LMNN,ionosphere,(351|34|2),0,0,0.7366548042704626,0.837421875,0.6209939489018377,0.6126304023845008
MMC_Supervised,soybean,(150|4|3),0,0,0.9166666666666666,0.9142062473256312,0.9171971819030643,0.9143935217996167
LSML_Supervised,soybean,(150|4|3),0,0,0.975,0.9738969738969739,0.9736842105263158,0.9736796536796537
ITML_Supervised,soybean,(150|4|3),0,0,0.95,0.9508130081300813,0.9511599511599512,0.9506097560975609
NCA,soybean,(150|4|3),0,0,0.9,0.8998911803789853,0.9024390243902439,0.8999151425565945
MLKR,soybean,(150|4|3),0,0,0.9166666666666666,0.9213286713286714,0.9207364341085271,0.9196670538133954
LFDA,soybean,(150|4|3),0,0,0.9833333333333333,0.982905982905983,0.9851851851851853,0.983652312599681
LMNN,soybean,(150|4|3),0,0,0.9,0.9075987841945289,0.9024390243902438,0.9019138755980861
MMC_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9658119658119658,0.9664781060129898
LSML_Supervised,iris,(150|4|3),0,0,0.9333333333333333,0.9420289855072465,0.937984496124031,0.934065934065934
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.9735449735449736,0.9757033248081841,0.9745182353878006
NCA,iris,(150|4|3),0,0,0.8666666666666667,0.8770453482935952,0.8696417961123842,0.8610087650238807
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9537037037037037,0.9559672899868473
LFDA,iris,(150|4|3),0,0,0.9916666666666667,0.990990990990991,0.9922480620155039,0.9915122213268869
LMNN,iris,(150|4|3),0,0,0.975,0.9749679075738126,0.9745726495726496,0.9746673080006413
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.48028673835125446,0.4816053511705686,0.4658567239212401
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.5105363984674329,0.5091973244147157,0.48382996751871205
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.2235294117647059,0.5,0.3089430894308943
NCA,poisoned_synthetic,(106|2|2),0,0,0.8823529411764706,0.8983100233100233,0.878880266075388,0.8803490990990991
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5646766169154229,0.5439189189189189,0.4798951048951049
LFDA,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4703389830508474,0.4746376811594203,0.44586167800453513
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.43934240362811794,0.44035674470457076,0.4392982456140351
MMC_Supervised,wine,(178|13|3),0,0,0.7132867132867133,0.7463215566663842,0.6824786324786324,0.6513627938737684
LSML_Supervised,wine,(178|13|3),0,0,0.7692307692307693,0.7842650103519668,0.7478070175438596,0.7542682594228985
ITML_Supervised,wine,(178|13|3),0,0,0.9370629370629371,0.9367133520074695,0.9439703153988868,0.9390828924162259
NCA,wine,(178|13|3),0,0,0.6853146853146853,0.7134920634920635,0.6517526065009199,0.6181819250481967
MLKR,wine,(178|13|3),0,0,0.6853146853146853,0.7181818181818181,0.6911307859583721,0.6928602205523754
LFDA,wine,(178|13|3),0,0,0.9440559440559441,0.9470649895178197,0.9391025641025642,0.941938178780284
LMNN,wine,(178|13|3),0,0,0.916083916083916,0.935483870967742,0.9089635854341737,0.9141847041847041
NCA,ionosphere,(351|34|2),0,0,0.8327402135231317,0.8754524886877828,0.7738448844884488,0.7954337758089249
LMNN,ionosphere,(351|34|2),0,0,0.8434163701067615,0.8575490859851049,0.7944686071149771,0.8132100555958424
MMC_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9658119658119658,0.9664781060129898
LSML_Supervised,soybean,(150|4|3),0,0,0.95,0.9517165005537098,0.9487179487179488,0.9485827290705341
ITML_Supervised,soybean,(150|4|3),0,0,0.925,0.9279069767441861,0.9276035617499031,0.9276688453159041
NCA,soybean,(150|4|3),0,0,0.9583333333333334,0.9551684088269453,0.9565826330532213,0.9557650893428787
MLKR,soybean,(150|4|3),0,0,0.9166666666666666,0.9229166666666666,0.915990990990991,0.9130532971996387
LFDA,soybean,(150|4|3),0,0,0.9583333333333334,0.9601238869531552,0.9611499611499612,0.9598160251755022
LMNN,soybean,(150|4|3),0,0,0.9583333333333334,0.9574786324786325,0.9597329888027563,0.9576974564926374
MMC_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9457364341085271,0.9430894308943089,0.939353023909986
LSML_Supervised,iris,(150|4|3),0,0,0.95,0.9545454545454546,0.9500000000000001,0.9485827290705339
ITML_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9416666666666668,0.9481481481481482,0.9399240798811684
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9629629629629629,0.954954954954955,0.9562375674907644
MLKR,iris,(150|4|3),0,0,0.875,0.8861952861952863,0.8855350990525409,0.8713143066084242
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9703703703703703,0.9666666666666667,0.966952264381885
LMNN,iris,(150|4|3),0,0,0.9666666666666667,0.9689922480620154,0.9689922480620154,0.9674796747967479
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.4548984468339307,0.45791527313266445,0.4421170227621841
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4772727272727273,0.47916666666666663,0.4631578947368421
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.3176470588235294,0.32079152731326643,0.3199888017917133,0.31755260243632333
NCA,poisoned_synthetic,(106|2|2),0,0,0.6235294117647059,0.6257575757575757,0.6152777777777778,0.6114285714285713
MLKR,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5204918032786885,0.5166666666666666,0.49882075471698106
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9693877551020409,0.9615384615384616,0.9642105263157895
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4117647058823529,0.4172297297297297,0.4176931690929451,0.4116832779623477
MMC_Supervised,wine,(178|13|3),0,0,0.6503496503496503,0.6382494698284172,0.6362924865831843,0.6158424908424909
LSML_Supervised,wine,(178|13|3),0,0,0.6923076923076923,0.7034564087232381,0.7011705477550941,0.6827946922318341
ITML_Supervised,wine,(178|13|3),0,0,0.8391608391608392,0.8638528857870832,0.8573412698412698,0.8557064486146398
NCA,wine,(178|13|3),0,0,0.6923076923076923,0.6987818383167221,0.6859632741985684,0.6883991894630194
MLKR,wine,(178|13|3),0,0,0.6643356643356644,0.4573070607553366,0.6294973544973544,0.5281912806665282
LFDA,wine,(178|13|3),0,0,0.972027972027972,0.9683333333333334,0.9766081871345028,0.9715247715247716
LMNN,wine,(178|13|3),0,0,0.916083916083916,0.9212821517169343,0.9184278684278683,0.9180740074469336
NCA,ionosphere,(351|34|2),0,0,0.8327402135231317,0.8549357396773312,0.7843684960017526,0.8024707976249232
LMNN,ionosphere,(351|34|2),0,0,0.8078291814946619,0.8598954143201931,0.7440002181738845,0.762282240882316
MMC_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.9831196581196582,0.9831196581196582,0.9831196581196582
LSML_Supervised,soybean,(150|4|3),0,0,0.8916666666666667,0.9166666666666666,0.894308943089431,0.8895790200138026
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9671814671814672,0.966025641025641,0.9661959777492511
NCA,soybean,(150|4|3),0,0,0.9416666666666667,0.9439922480620154,0.9436701509872242,0.9437424352457032
