algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
RCA_Supervised,mnist,(4000|784|10),10,0.3,0.766,0.7650173427769187,0.7653339095549712,0.7625135408173109
MMC_Supervised,mnist,(4000|784|10),10,0,0.6195,0.6099807149092399,0.6151566708077992,0.6098423943532368
MMC_Supervised,mnist,(4000|784|10),10,0.1,0.598,0.5824991878909347,0.5929583300654884,0.5835072962184431
MMC_Supervised,mnist,(4000|784|10),10,0.2,0.6205,0.6080043956762136,0.6132232099494372,0.6084268543696084
MMC_Supervised,mnist,(4000|784|10),10,0.3,0.6105,0.5937512410405387,0.6028552387216568,0.5944252413112328
LSML_Supervised,mnist,(4000|784|10),10,0,0.786,0.7840991465102107,0.7830629902888024,0.7801336843530551
LSML_Supervised,mnist,(4000|784|10),10,0.1,0.8625,0.8637458656092006,0.8621294275091957,0.8615057198137999
LSML_Supervised,mnist,(4000|784|10),10,0.2,0.7675,0.7652821268587603,0.765796280364101,0.7611434370352181
LSML_Supervised,mnist,(4000|784|10),10,0.3,0.807,0.8066858980293967,0.8047179364049846,0.8049730074990201
ITML_Supervised,mnist,(4000|784|10),10,0,0.776,0.7762572605567898,0.775098326305896,0.773078727079687
ITML_Supervised,mnist,(4000|784|10),10,0.1,0.771,0.7696716910099183,0.7706404890539624,0.7683111943383804
ITML_Supervised,mnist,(4000|784|10),10,0.2,0.797,0.7945363849631654,0.7944134119656198,0.7928122604135692
ITML_Supervised,mnist,(4000|784|10),10,0.3,0.777,0.77194587182642,0.774325998627796,0.7721852469808816
NCA,mnist,(4000|784|10),10,0,0.8655,0.8644247532950574,0.8631033356182753,0.8631060362241427
NCA,mnist,(4000|784|10),10,0.1,0.869,0.8686859621329945,0.8685208215787658,0.8675670803221761
NCA,mnist,(4000|784|10),10,0.2,0.856,0.8547208264604755,0.8553544339791612,0.853508471294966
NCA,mnist,(4000|784|10),10,0.3,0.862,0.8601480255018344,0.861158052707386,0.8600130047800253
MLKR,mnist,(4000|784|10),10,0,0.861,0.8595544051223964,0.8602564303829368,0.8593887947016453
MLKR,mnist,(4000|784|10),10,0.1,0.849,0.8480805851028045,0.8492360647716521,0.8477683046570954
MLKR,mnist,(4000|784|10),10,0.2,0.8625,0.8608456250393832,0.8616967268365956,0.8605772907002818
MLKR,mnist,(4000|784|10),10,0.3,0.8685,0.8674362924215628,0.8684515756483966,0.8670866085481128
LFDA,mnist,(4000|784|10),10,0,0.8425,0.8430877625822246,0.842987353436234,0.8405006422943984
LFDA,mnist,(4000|784|10),10,0.1,0.845,0.8449278891508524,0.8455859250406288,0.8442326570998013
LFDA,mnist,(4000|784|10),10,0.2,0.858,0.856033314063817,0.8561728875937515,0.8545054195673345
LFDA,mnist,(4000|784|10),10,0.3,0.85,0.8481709493669198,0.8462812675399277,0.8464800663092162
LMNN,mnist,(4000|784|10),10,0,0.863,0.860718109138402,0.8606323334593495,0.8598267445776073
LMNN,mnist,(4000|784|10),10,0.1,0.8545,0.853108806952298,0.8531107391268643,0.8522231183622443
LMNN,mnist,(4000|784|10),10,0.2,0.8525,0.8507541568566855,0.8519680602453471,0.8502160955331879
LMNN,mnist,(4000|784|10),10,0.3,0.8525,0.8566175132009786,0.8555273870705781,0.8533371120938726
RCA_Supervised,isolet,(7797|617|26),10,0,0.7335214157476276,0.7363052051323015,0.7332559587533795,0.7298803986742539
RCA_Supervised,isolet,(7797|617|26),10,0.1,0.718132854578097,0.7231425438567342,0.7182157386350154,0.7168193405672626
RCA_Supervised,isolet,(7797|617|26),10,0.2,0.7060784816619646,0.7097160381801082,0.7069691168114584,0.702250406888077
RCA_Supervised,isolet,(7797|617|26),10,0.3,0.7004360092331366,0.7040121943681087,0.7028444896440396,0.697062502934629
MMC_Supervised,isolet,(7797|617|26),10,0,0.3965119261349064,0.3906515738972054,0.395180983755028,0.38840200957855997
NCA,image_segment,(2100|19|7),0,0,0.9276190476190476,0.9272449249286022,0.9262419680485304,0.9253471326476904
NCA,image_segment,(2100|19|7),0,0.1,0.9228571428571428,0.9244612226869245,0.9242466205935694,0.9230380067367381
NCA,image_segment,(2100|19|7),0,0.2,0.9133333333333333,0.9110779256796463,0.9120314664010822,0.9106752658773158
NCA,image_segment,(2100|19|7),0,0.3,0.9,0.9027554793788956,0.8991959949729205,0.8974268413723834
LMNN,image_segment,(2100|19|7),0,0,0.9514285714285714,0.9517038536748695,0.9495993695543571,0.9500392838183156
LMNN,image_segment,(2100|19|7),0,0.1,0.9485714285714286,0.9488808746916314,0.9464853990255538,0.947168045785902
NCA,image_segment,(2100|19|7),0,0,0.8761904761904762,0.878688451554276,0.875960282858838,0.8728868941027262
NCA,image_segment,(2100|19|7),0,0.1,0.9257142857142857,0.9257007421457276,0.9251801802516698,0.9243717442552306
NCA,image_segment,(2100|19|7),0,0.2,0.9104761904761904,0.9068016180234234,0.9061951226015219,0.906028893696379
NCA,image_segment,(2100|19|7),0,0.3,0.9152380952380952,0.9117838239549089,0.9111646290217719,0.9109716848398202
LMNN,image_segment,(2100|19|7),0,0,0.9485714285714286,0.9527922355482635,0.9511118321219355,0.9510367931476662
LMNN,image_segment,(2100|19|7),0,0.1,0.9028571428571428,0.9025362261278814,0.9059006000265398,0.9034226148975542
LMNN,image_segment,(2100|19|7),0,0.2,0.9333333333333333,0.9340421652249452,0.9346915609425366,0.9334156409667183
LMNN,image_segment,(2100|19|7),0,0.3,0.939047619047619,0.9381239504040348,0.938385043027882,0.9378622810802245
MMC_Supervised,soybean,(150|4|3),0,0,0.96,0.9615384615384616,0.9583333333333334,0.9573696145124716
MMC_Supervised,soybean,(150|4|3),0,0.1,0.96,0.9655172413793104,0.9583333333333334,0.9595959595959597
MMC_Supervised,soybean,(150|4|3),0,0.2,0.92,0.9259259259259259,0.9310344827586207,0.9198717948717948
MMC_Supervised,soybean,(150|4|3),0,0.3,0.9466666666666667,0.9496442255062943,0.944176060118089,0.9458874458874459
LSML_Supervised,soybean,(150|4|3),0,0,0.9733333333333334,0.974320987654321,0.974320987654321,0.974320987654321
LSML_Supervised,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9446169772256728,0.9507936507936506,0.9467084639498431
LSML_Supervised,soybean,(150|4|3),0,0.2,0.96,0.9638143891017456,0.964957264957265,0.9641829229293254
LSML_Supervised,soybean,(150|4|3),0,0.3,0.9866666666666667,0.9841269841269842,0.9855072463768115,0.9844625112917796
ITML_Supervised,soybean,(150|4|3),0,0,0.96,0.9603448275862069,0.9563492063492064,0.9580658964484382
ITML_Supervised,soybean,(150|4|3),0,0.1,0.92,0.9333333333333332,0.9285714285714285,0.9229629629629629
ITML_Supervised,soybean,(150|4|3),0,0.2,0.96,0.9629166666666666,0.9659090909090909,0.9642072213500786
ITML_Supervised,soybean,(150|4|3),0,0.3,0.9466666666666667,0.9467084639498432,0.9467084639498432,0.9467084639498432
NCA,soybean,(150|4|3),0,0,0.92,0.9228395061728394,0.9220512820512821,0.9215384615384615
NCA,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9487179487179488,0.9466666666666667,0.9432367149758454
NCA,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9761904761904763,0.9733333333333333,0.9737654320987654
NCA,soybean,(150|4|3),0,0.3,0.96,0.967741935483871,0.9583333333333334,0.9608286252354049
MLKR,soybean,(150|4|3),0,0,0.96,0.9591097308488613,0.9618599791013583,0.960233918128655
MLKR,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9438405797101449,0.9448484848484848,0.9432367149758454
MLKR,soybean,(150|4|3),0,0.2,0.9466666666666667,0.956989247311828,0.9487179487179488,0.9492337164750957
MLKR,soybean,(150|4|3),0,0.3,0.96,0.9666666666666667,0.9565217391304347,0.9592003263973888
LFDA,soybean,(150|4|3),0,0,1.0,1.0,1.0,1.0
LFDA,soybean,(150|4|3),0,0.1,0.9733333333333334,0.978494623655914,0.9682539682539683,0.9722222222222223
LFDA,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9425287356321839,0.9425287356321839,0.9371069182389937
LFDA,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9743589743589745,0.9753086419753086,0.9738461538461539
LMNN,soybean,(150|4|3),0,0,1.0,1.0,1.0,1.0
LMNN,soybean,(150|4|3),0,0.1,0.9333333333333333,0.9347442680776014,0.9305555555555557,0.9302832244008714
LMNN,soybean,(150|4|3),0,0.2,0.96,0.9581939799331104,0.9601571268237935,0.9589098532494759
LMNN,soybean,(150|4|3),0,0.3,0.9466666666666667,0.9523809523809524,0.9444444444444445,0.9440559440559441
MMC_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9761904761904763,0.9696969696969697,0.9717813051146384
MMC_Supervised,iris,(150|4|3),0,0.1,0.9866666666666667,0.9866666666666667,0.9855072463768115,0.9857898715041573
MMC_Supervised,iris,(150|4|3),0,0.2,0.9333333333333333,0.9242424242424242,0.9425287356321839,0.9258184163844542
MMC_Supervised,iris,(150|4|3),0,0.3,0.9866666666666667,0.9885057471264368,0.9848484848484849,0.9864001087991295
LSML_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9743589743589745,0.9743589743589745,0.9733333333333333
LSML_Supervised,iris,(150|4|3),0,0.1,0.96,0.9577294685990339,0.9577294685990339,0.9574468085106383
LSML_Supervised,iris,(150|4|3),0,0.2,0.96,0.967741935483871,0.9545454545454546,0.9586606035551881
LSML_Supervised,iris,(150|4|3),0,0.3,0.92,0.920062695924765,0.920062695924765,0.920062695924765
ITML_Supervised,iris,(150|4|3),0,0,0.96,0.9601571268237935,0.9581939799331104,0.9589098532494758
ITML_Supervised,iris,(150|4|3),0,0.1,0.9866666666666667,0.9871794871794872,0.9876543209876543,0.987174744111481
ITML_Supervised,iris,(150|4|3),0,0.2,0.7733333333333333,0.743859649122807,0.743859649122807,0.7410489332686128
ITML_Supervised,iris,(150|4|3),0,0.3,0.96,0.9655172413793104,0.9615384615384616,0.9614100185528757
NCA,iris,(150|4|3),0,0,0.88,0.8827160493827161,0.8820512820512821,0.8821717366191759
NCA,iris,(150|4|3),0,0.1,0.9333333333333333,0.933641975308642,0.9353002070393375,0.9342359767891683
NCA,iris,(150|4|3),0,0.2,0.9466666666666667,0.9487179487179488,0.9503968253968255,0.948641975308642
NCA,iris,(150|4|3),0,0.3,0.96,0.96,0.967741935483871,0.9617742517129463
MLKR,iris,(150|4|3),0,0,0.9066666666666666,0.9106172839506174,0.9081623931623932,0.9086946289699731
MLKR,iris,(150|4|3),0,0.1,0.9466666666666667,0.9452654625068417,0.9452654625068417,0.9452654625068417
MLKR,iris,(150|4|3),0,0.2,0.88,0.8695652173913043,0.8730769230769231,0.8690080683436165
MLKR,iris,(150|4|3),0,0.3,0.9066666666666666,0.91407867494824,0.9140786749482402,0.9084967320261438
LFDA,iris,(150|4|3),0,0,0.9866666666666667,0.989247311827957,0.9824561403508771,0.985526510116674
LFDA,iris,(150|4|3),0,0.1,0.92,0.942857142857143,0.9047619047619048,0.9131944444444443
LFDA,iris,(150|4|3),0,0.2,0.9733333333333334,0.9743589743589745,0.9743589743589745,0.9733333333333333
LFDA,iris,(150|4|3),0,0.3,0.9866666666666667,0.9880952380952381,0.9848484848484849,0.9861874559548979
LMNN,iris,(150|4|3),0,0,0.9733333333333334,0.9743589743589745,0.9753086419753086,0.9738461538461539
LMNN,iris,(150|4|3),0,0.1,0.9866666666666667,0.9876543209876543,0.9841269841269842,0.9855806105230863
LMNN,iris,(150|4|3),0,0.2,0.9333333333333333,0.932712215320911,0.9352142110762801,0.9337231968810916
LMNN,iris,(150|4|3),0,0.3,0.9466666666666667,0.9540229885057471,0.9506172839506174,0.948641975308642
MMC_Supervised,wine,(178|13|3),0,0,0.7865168539325843,0.803138113482941,0.7801709401709402,0.7830414393721886
MMC_Supervised,wine,(178|13|3),0,0.1,0.8426966292134831,0.8756798756798757,0.8398467432950191,0.8343685300207039
MMC_Supervised,wine,(178|13|3),0,0.2,0.9213483146067416,0.9347529347529347,0.9095833333333333,0.9150062497888585
MMC_Supervised,wine,(178|13|3),0,0.3,0.7640449438202247,0.7663324979114453,0.7647011046133853,0.7585282651072124
LSML_Supervised,wine,(178|13|3),0,0,0.8651685393258427,0.874170274170274,0.8794037940379403,0.8664717348927876
LSML_Supervised,wine,(178|13|3),0,0.1,0.7865168539325843,0.7621470209705504,0.7650258238493532,0.7631578947368421
LSML_Supervised,wine,(178|13|3),0,0.2,0.8089887640449438,0.8224867724867725,0.8099415204678362,0.8045227223309416
LSML_Supervised,wine,(178|13|3),0,0.3,0.8426966292134831,0.8476788668320928,0.8492582218072414,0.8454488386691775
ITML_Supervised,wine,(178|13|3),0,0,0.9662921348314607,0.9668304668304669,0.9699074074074074,0.9677967437064746
ITML_Supervised,wine,(178|13|3),0,0.1,0.9550561797752809,0.9554367201426025,0.955384199134199,0.9548425430778372
ITML_Supervised,wine,(178|13|3),0,0.2,0.9662921348314607,0.9622541201488569,0.975,0.9675873113373115
ITML_Supervised,wine,(178|13|3),0,0.3,0.9101123595505618,0.9154626762985895,0.9177631578947368,0.9161170740118108
NCA,wine,(178|13|3),0,0,0.7303370786516854,0.7231039136302294,0.7266164994425864,0.7243589743589745
NCA,wine,(178|13|3),0,0.1,0.6629213483146067,0.643888678371437,0.6454515599343185,0.6430163296730013
NCA,wine,(178|13|3),0,0.2,0.6292134831460674,0.6160899777921055,0.6481481481481481,0.5841792076731837
NCA,wine,(178|13|3),0,0.3,0.7528089887640449,0.7344281524926686,0.7419191919191919,0.7344288657721494
MLKR,wine,(178|13|3),0,0,0.6629213483146067,0.6895513640238704,0.6574955765360563,0.664979152303096
MLKR,wine,(178|13|3),0,0.1,0.6741573033707865,0.6381578947368421,0.6499368686868686,0.6399011840872306
MLKR,wine,(178|13|3),0,0.2,0.651685393258427,0.6541310541310541,0.6577339901477832,0.6449798359059937
MLKR,wine,(178|13|3),0,0.3,0.8089887640449438,0.796222293265132,0.795770202020202,0.7958247327193818
LFDA,wine,(178|13|3),0,0,1.0,1.0,1.0,1.0
LFDA,wine,(178|13|3),0,0.1,0.9662921348314607,0.9670588235294119,0.9696969696969697,0.9672232529375386
LFDA,wine,(178|13|3),0,0.2,0.9550561797752809,0.9595959595959597,0.9554924242424243,0.9573211658318042
LFDA,wine,(178|13|3),0,0.3,0.9101123595505618,0.9094907407407407,0.9155354449472096,0.9104933498298792
LMNN,wine,(178|13|3),0,0,0.9325842696629213,0.9327731092436974,0.933882783882784,0.9327477675303762
LMNN,wine,(178|13|3),0,0.1,0.9213483146067416,0.9248366013071895,0.933449578610869,0.9281342122502457
LMNN,wine,(178|13|3),0,0.2,0.9101123595505618,0.9169859514687101,0.9139573070607553,0.9109982513295473
LMNN,wine,(178|13|3),0,0.3,0.8651685393258427,0.8597113997113998,0.852665544332211,0.8555915629086361
RCA_Supervised,breast_cancer,(699|9|2),0,0,0.9342857142857143,0.9394557823129251,0.9129529514903565,0.9243214785984901
RCA_Supervised,breast_cancer,(699|9|2),0,0.1,0.8914285714285715,0.9059999999999999,0.8596230158730158,0.8758448153541689
RCA_Supervised,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.9528997468911632,0.9455772492691905,0.9490705373058315
RCA_Supervised,breast_cancer,(699|9|2),0,0.3,0.9285714285714286,0.9155757319819819,0.929590017825312,0.9217988935660598
MMC_Supervised,breast_cancer,(699|9|2),0,0,0.9657142857142857,0.9616452367036821,0.9616452367036821,0.9616452367036821
MMC_Supervised,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9619565217391304,0.9619565217391304,0.9619565217391305
MMC_Supervised,breast_cancer,(699|9|2),0,0.2,0.9571428571428572,0.9539455500276396,0.9552510308028135,0.9545890961932688
MMC_Supervised,breast_cancer,(699|9|2),0,0.3,0.9714285714285714,0.9628538356308534,0.9762171135732073,0.9688888888888889
LSML_Supervised,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9679668165498971,0.9709214633975236,0.9694055944055944
LSML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9621061748890253,0.9621061748890253,0.9621061748890253
LSML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9714285714285714,0.9703706376989426,0.9667991834103362,0.9685432844406097
LSML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9542857142857143,0.9520524708809228,0.9437557816836262,0.9477241327807027
ITML_Supervised,breast_cancer,(699|9|2),0,0,0.9571428571428572,0.9486154724521838,0.9573465749936338,0.952724423913337
ITML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9571428571428572,0.950435341136169,0.955555956548414,0.9529042386185242
ITML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9571428571428572,0.9488828470842483,0.9595346845560948,0.9537343027098479
ITML_Supervised,breast_cancer,(699|9|2),0,0.3,0.96,0.957739362661951,0.9542638157659109,0.9559605982168535
NCA,breast_cancer,(699|9|2),0,0,0.9685714285714285,0.9605913921919393,0.9720664365832614,0.9658382061952635
NCA,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9565358067299397,0.9678381962864722,0.9618029029793735
NCA,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.953144894321365,0.946133734465098,0.9494748998520337
NCA,breast_cancer,(699|9|2),0,0.3,0.96,0.9499664559867236,0.9635854341736694,0.9561262132445113
MLKR,breast_cancer,(699|9|2),0,0,0.9485714285714286,0.9407839866555463,0.9494047619047619,0.9447542881195412
MLKR,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9588088139542853,0.9696236276263637,0.9636187242299297
MLKR,breast_cancer,(699|9|2),0,0.2,0.9571428571428572,0.9428886150629177,0.9585910918651408,0.9501609090650185
MLKR,breast_cancer,(699|9|2),0,0.3,0.9685714285714285,0.9603717523493642,0.9737777777777779,0.9662928234356806
LFDA,breast_cancer,(699|9|2),0,0,0.9771428571428571,0.9726190476190476,0.9800649530127141,0.9760117884925121
LFDA,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9647386328487473,0.9553030303030303,0.9598255280073461
LFDA,breast_cancer,(699|9|2),0,0.2,0.9628571428571429,0.9588293650793651,0.9604444444444444,0.9596269709580387
LFDA,breast_cancer,(699|9|2),0,0.3,0.9657142857142857,0.9608888888888889,0.9642562945453244,0.9625321153297173
LMNN,breast_cancer,(699|9|2),0,0,0.9685714285714285,0.964444923784872,0.9662384062939839,0.9653312442031139
LMNN,breast_cancer,(699|9|2),0,0.1,0.9742857142857143,0.971459740990991,0.9730412061720984,0.9722405816259089
LMNN,breast_cancer,(699|9|2),0,0.2,0.9714285714285714,0.9626974347485158,0.9717157105333283,0.9670172264314524
LMNN,breast_cancer,(699|9|2),0,0.3,0.9628571428571429,0.963768115942029,0.9551111111111111,0.9591836734693878
RCA_Supervised,vehicle,(846|18|4),0,0,0.607565011820331,0.6075928870046516,0.6039863996669579,0.6052411265408913
RCA_Supervised,vehicle,(846|18|4),0,0.1,0.6312056737588653,0.6289017944474463,0.6403133903133903,0.6310928250846446
RCA_Supervised,vehicle,(846|18|4),0,0.2,0.6524822695035462,0.6610108576809015,0.6558411529277234,0.6573553530547123
RCA_Supervised,vehicle,(846|18|4),0,0.3,0.6146572104018913,0.6121392195310669,0.6190764910919265,0.6100110415899889
MMC_Supervised,vehicle,(846|18|4),0,0,0.6217494089834515,0.6229001891037587,0.624684149863115,0.6183171428306324
MMC_Supervised,vehicle,(846|18|4),0,0.1,0.5957446808510638,0.59722128029495,0.6071009813397927,0.5986861287891402
MMC_Supervised,vehicle,(846|18|4),0,0.2,0.5933806146572104,0.5782398219222672,0.5953314659197012,0.5833383199188151
MMC_Supervised,vehicle,(846|18|4),0,0.3,0.6288416075650118,0.6349597004529948,0.6352912621359224,0.6274429491632445
LSML_Supervised,vehicle,(846|18|4),0,0,0.6690307328605201,0.6725028981174039,0.683689197923374,0.676813845931493
LSML_Supervised,vehicle,(846|18|4),0,0.1,0.6737588652482269,0.6733548879854692,0.6890472469706863,0.6749661098712962
LSML_Supervised,vehicle,(846|18|4),0,0.2,0.7163120567375887,0.71422970411941,0.7264241857977537,0.7173144379315858
LSML_Supervised,vehicle,(846|18|4),0,0.3,0.7044917257683215,0.6891848451419285,0.7102333276060733,0.6956518620696206
ITML_Supervised,vehicle,(846|18|4),0,0,0.7021276595744681,0.6865096753183967,0.7004678831572236,0.6924816651680342
ITML_Supervised,vehicle,(846|18|4),0,0.1,0.735224586288416,0.7348440276440189,0.7374278314601155,0.7359591450492992
ITML_Supervised,vehicle,(846|18|4),0,0.2,0.6973995271867612,0.7036064289861541,0.7081411871557484,0.6919625563623362
ITML_Supervised,vehicle,(846|18|4),0,0.3,0.7044917257683215,0.7114897626683251,0.7189841956199956,0.7081689317161783
NCA,vehicle,(846|18|4),0,0,0.5886524822695035,0.5699419501683944,0.5879312849935968,0.5771155391048359
NCA,vehicle,(846|18|4),0,0.1,0.6335697399527187,0.6202434550452269,0.6319276044543201,0.6253982969751298
NCA,vehicle,(846|18|4),0,0.2,0.6193853427895981,0.6192482106478955,0.6238699690853601,0.6170625820526447
NCA,vehicle,(846|18|4),0,0.3,0.6146572104018913,0.5993671077388112,0.6170346860960985,0.605479441853622
MLKR,vehicle,(846|18|4),0,0,0.6501182033096927,0.6506564983717065,0.6602799199761817,0.6482032534748606
MLKR,vehicle,(846|18|4),0,0.1,0.6312056737588653,0.6203859804791482,0.6282931036468773,0.6169625659162394
MLKR,vehicle,(846|18|4),0,0.2,0.5768321513002365,0.5676477097972185,0.5932893142873874,0.5727439956988747
MLKR,vehicle,(846|18|4),0,0.3,0.5673758865248227,0.5688816846972885,0.5792272188823913,0.564644956908228
LFDA,vehicle,(846|18|4),0,0,0.7423167848699763,0.7417800453514739,0.7560895329008165,0.7477591275163805
LFDA,vehicle,(846|18|4),0,0.1,0.7565011820330969,0.7532762376512376,0.7557712901580826,0.7542985654256791
LFDA,vehicle,(846|18|4),0,0.2,0.7635933806146572,0.7596104582949952,0.767308138046509,0.76125626345763
LFDA,vehicle,(846|18|4),0,0.3,0.7612293144208038,0.7623105858185727,0.759347275763991,0.7607133750823072
LMNN,vehicle,(846|18|4),0,0,0.7706855791962175,0.7727939335286913,0.7807092884340074,0.7748644232184437
LMNN,vehicle,(846|18|4),0,0.1,0.7872340425531915,0.7888177439863486,0.7959563841916784,0.7913161725536634
LMNN,vehicle,(846|18|4),0,0.2,0.7304964539007093,0.72375957090631,0.7380598335270323,0.7277519955787047
LMNN,vehicle,(846|18|4),0,0.3,0.7848699763593381,0.791759199021947,0.7929242376200022,0.785081145312376
RCA_Supervised,german_credit,(1000|24|2),0,0,0.684,0.5967736375857433,0.5525011687704535,0.542601727691702
RCA_Supervised,german_credit,(1000|24|2),0,0.1,0.676,0.5811159240924092,0.5603885135135135,0.5608899297423888
RCA_Supervised,german_credit,(1000|24|2),0,0.2,0.65,0.5193520642201834,0.5100981767180925,0.488420769532095
RCA_Supervised,german_credit,(1000|24|2),0,0.3,0.672,0.5477582846003899,0.5372907153729072,0.5369847543760589
MMC_Supervised,german_credit,(1000|24|2),0,0,0.672,0.5800392069282116,0.5616742193923402,0.5626666666666666
MMC_Supervised,german_credit,(1000|24|2),0,0.1,0.718,0.6468151693667158,0.623943661971831,0.6307953349288561
MMC_Supervised,german_credit,(1000|24|2),0,0.2,0.704,0.611764705882353,0.569208353569694,0.5687645687645688
MMC_Supervised,german_credit,(1000|24|2),0,0.3,0.714,0.6616370597607666,0.6257865126952402,0.6329097676806572
LSML_Supervised,german_credit,(1000|24|2),0,0,0.704,0.6333655921983176,0.6019848573976736,0.6074187250657839
LSML_Supervised,german_credit,(1000|24|2),0,0.1,0.72,0.6722565768787339,0.6216596343178622,0.6286393345216874
LSML_Supervised,german_credit,(1000|24|2),0,0.2,0.72,0.6314516738456888,0.6049345478675273,0.6117667938592599
LSML_Supervised,german_credit,(1000|24|2),0,0.3,0.716,0.6419529837251357,0.6143759106362312,0.6213333333333333
ITML_Supervised,german_credit,(1000|24|2),0,0,0.688,0.5826695451500037,0.5669904083971768,0.5699067028386158
ITML_Supervised,german_credit,(1000|24|2),0,0.1,0.728,0.6725,0.6304446460980037,0.6392496392496393
ITML_Supervised,german_credit,(1000|24|2),0,0.2,0.732,0.6714380196523053,0.6393197174447174,0.6482274865591398
ITML_Supervised,german_credit,(1000|24|2),0,0.3,0.718,0.6573803238924163,0.6251134301270417,0.6326575273943695
NCA,german_credit,(1000|24|2),0,0,0.748,0.6815103994353647,0.6640028697263796,0.6709082931110136
NCA,german_credit,(1000|24|2),0,0.1,0.706,0.6255244755244755,0.605482752541576,0.6110925917107164
NCA,german_credit,(1000|24|2),0,0.2,0.7,0.6205521997505563,0.5949972056811393,0.6000000000000001
NCA,german_credit,(1000|24|2),0,0.3,0.676,0.5973333333333334,0.5879246882889133,0.5909421460892049
MLKR,german_credit,(1000|24|2),0,0,0.708,0.6204133076502343,0.600908746686861,0.6064350563930042
MLKR,german_credit,(1000|24|2),0,0.1,0.676,0.5935255028735632,0.5799677518427518,0.5831274703557312
MLKR,german_credit,(1000|24|2),0,0.2,0.718,0.6695938849340646,0.6079459991457912,0.6123796590040631
MLKR,german_credit,(1000|24|2),0,0.3,0.712,0.6448616032947035,0.6152380952380953,0.6219758064516129
LFDA,german_credit,(1000|24|2),0,0,0.692,0.6073599841187126,0.5833766934535853,0.5871225120109815
LFDA,german_credit,(1000|24|2),0,0.1,0.668,0.6160452450775031,0.5589194554736245,0.5423366196872449
LFDA,german_credit,(1000|24|2),0,0.2,0.682,0.6144120247568523,0.5590802834392578,0.5469336813490548
LFDA,german_credit,(1000|24|2),0,0.3,0.698,0.6336724462595681,0.601855992844365,0.6066048697627645
LMNN,german_credit,(1000|24|2),0,0,0.774,0.746384026831569,0.6784284331771002,0.694553318015948
LMNN,german_credit,(1000|24|2),0,0.1,0.74,0.6992497793468667,0.6355754072517079,0.6456529797858654
LMNN,german_credit,(1000|24|2),0,0.2,0.768,0.7127102935310542,0.67909283075525,0.6906666666666665
LMNN,german_credit,(1000|24|2),0,0.3,0.734,0.6761072261072261,0.6444578290215874,0.6534996534996536
RCA_Supervised,isolet,(7797|617|26),10,0,0.7304437035137215,0.7331752887443714,0.7279335098496806,0.7268447600302712
RCA_Supervised,isolet,(7797|617|26),10,0.1,0.7137727622467299,0.7184472808567695,0.717830913260472,0.7135701521587711
RCA_Supervised,isolet,(7797|617|26),10,0.2,0.7017183893305976,0.7026212529606171,0.7019594659010271,0.6996327149079546
RCA_Supervised,isolet,(7797|617|26),10,0.3,0.7114644780713003,0.7132268146574332,0.7092828678913562,0.7067152336888826
MMC_Supervised,isolet,(7797|617|26),10,0,0.40702744293408566,0.40085749455069286,0.41084485642992213,0.3951376826290137
MMC_Supervised,isolet,(7797|617|26),10,0.1,0.40394973070017953,0.4030139611446482,0.4038682630186875,0.3951236488562418
MMC_Supervised,isolet,(7797|617|26),10,0.2,0.39112592972557064,0.3898133638421529,0.39432114507331667,0.385369676482424
MMC_Supervised,isolet,(7797|617|26),10,0.3,0.3962554501154142,0.39430523526669486,0.3972106249778953,0.3901922328156292
LSML_Supervised,isolet,(7797|617|26),10,0,0.7332649397281354,0.7382655705939782,0.7329981233274854,0.728494266130864
LSML_Supervised,isolet,(7797|617|26),10,0.1,0.7437804565273147,0.7488206232607456,0.7429628478396063,0.7413396332453992
LSML_Supervised,isolet,(7797|617|26),10,0.2,0.7337778917671198,0.7381143076364052,0.7325152618743315,0.73139832985246
LSML_Supervised,isolet,(7797|617|26),10,0.3,0.7412156963323929,0.7449897776096731,0.7409126228062466,0.738510951553995
ITML_Supervised,isolet,(7797|617|26),10,0,0.6442677609643498,0.650606184731196,0.6454422736011113,0.6422342999375057
