algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
LMNN,isolet,(7797|617|26),10,0.2,0.6427289048473968,0.651262005534752,0.641421204063675,0.6376147205564102
LMNN,isolet,(7797|617|26),10,0.3,0.6753013593229034,0.6890013620770726,0.6789874995920572,0.6732566821212238
NCA,letters,(20000|16|26),10,0,0.9212,0.9227483146291994,0.9209530883071407,0.9214201242942995
NCA,letters,(20000|16|26),10,0.1,0.9146,0.9167368264337037,0.9144564243970262,0.9150569580122968
NCA,letters,(20000|16|26),10,0.2,0.926,0.9270547975973352,0.9261137784673649,0.9260449559937651
NCA,letters,(20000|16|26),10,0.3,0.9206,0.9217666833853984,0.9202589363661,0.9205070275814375
LFDA,letters,(20000|16|26),10,0,0.8633,0.866061399842966,0.8636998160416524,0.8639016716510564
LFDA,letters,(20000|16|26),10,0.1,0.8633,0.8664931349287565,0.8633168111590775,0.863841069725819
LFDA,letters,(20000|16|26),10,0.2,0.8522,0.8557936212525471,0.8522630858567558,0.8528420453834192
LFDA,letters,(20000|16|26),10,0.3,0.8514,0.8553885169788489,0.8514309787369491,0.8522591908512539
LMNN,letters,(20000|16|26),10,0,0.9225,0.9238209336493421,0.922286552977088,0.9224750598775038
LMNN,letters,(20000|16|26),10,0.1,0.8961,0.8980475570835936,0.8959416053392352,0.8962091234489716
NCA,image_segment,(2100|19|7),0,0,0.9161904761904762,0.9188956783467409,0.9179355091959367,0.914898920534973
NCA,image_segment,(2100|19|7),0,0.1,0.9228571428571428,0.9241637868719674,0.9227636699550091,0.9224549359173372
NCA,image_segment,(2100|19|7),0,0.2,0.9285714285714286,0.9287489358647864,0.9288096504796333,0.928286321426007
NCA,image_segment,(2100|19|7),0,0.3,0.9133333333333333,0.9147111396258476,0.9165984710820034,0.9143312265060599
LMNN,image_segment,(2100|19|7),0,0,0.9533333333333334,0.9532407298515266,0.9527903744039492,0.9529164251445147
LMNN,image_segment,(2100|19|7),0,0.1,0.9628571428571429,0.9635008949596763,0.9632492825805945,0.9631879699391865
LMNN,image_segment,(2100|19|7),0,0.2,0.9314285714285714,0.9338067092143526,0.9305471956934085,0.9306579678940391
LMNN,image_segment,(2100|19|7),0,0.3,0.9123809523809524,0.9137335066079223,0.9117165949831902,0.9100622547866056
MMC_Supervised,soybean,(150|4|3),0,0,0.96,0.9629629629629629,0.9615384615384616,0.9599839935974389
MMC_Supervised,soybean,(150|4|3),0,0.1,0.9733333333333334,0.9761904761904763,0.9761904761904763,0.9753086419753086
MMC_Supervised,soybean,(150|4|3),0,0.2,0.9066666666666666,0.9116049382716049,0.9126984126984127,0.9102232087803674
MMC_Supervised,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9743589743589745,0.9743589743589745,0.9733333333333333
LSML_Supervised,soybean,(150|4|3),0,0,0.9333333333333333,0.9335664335664337,0.9321739130434783,0.9305254016500218
LSML_Supervised,soybean,(150|4|3),0,0.1,0.96,0.9604700854700855,0.96,0.9599839935974389
LSML_Supervised,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9743589743589745,0.9733333333333333,0.9727777777777779
LSML_Supervised,soybean,(150|4|3),0,0.3,0.9066666666666666,0.9166666666666666,0.9102564102564102,0.9005291005291004
ITML_Supervised,soybean,(150|4|3),0,0,0.96,0.9523809523809524,0.9629629629629629,0.9547511312217195
ITML_Supervised,soybean,(150|4|3),0,0.1,0.96,0.9588405797101448,0.9583333333333334,0.9583152409900131
ITML_Supervised,soybean,(150|4|3),0,0.2,0.9866666666666667,0.9871794871794872,0.9871794871794872,0.9869281045751634
ITML_Supervised,soybean,(150|4|3),0,0.3,0.96,0.96,0.9604700854700855,0.9599839935974389
NCA,soybean,(150|4|3),0,0,0.9466666666666667,0.9455555555555555,0.9455555555555555,0.9455555555555555
NCA,soybean,(150|4|3),0,0.1,0.9733333333333334,0.9713064713064713,0.9713064713064713,0.9713064713064713
NCA,soybean,(150|4|3),0,0.2,0.9066666666666666,0.9036796536796537,0.9064039408866994,0.9048007615939073
NCA,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9797979797979798,0.9682539682539683,0.9729166666666668
MLKR,soybean,(150|4|3),0,0,0.96,0.9642857142857143,0.9523809523809524,0.9554910498306725
MLKR,soybean,(150|4|3),0,0.1,0.96,0.9523809523809524,0.9655172413793104,0.956177156177156
MLKR,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9377967711301044,0.9401340996168583,0.9370172311348782
MLKR,soybean,(150|4|3),0,0.3,0.96,0.9629629629629629,0.9642857142857143,0.9615242323344434
LFDA,soybean,(150|4|3),0,0,0.96,0.9615384615384616,0.9615384615384616,0.9591836734693877
LFDA,soybean,(150|4|3),0,0.1,0.9733333333333334,0.9770114942528735,0.9722222222222222,0.9736024844720497
LFDA,soybean,(150|4|3),0,0.2,0.96,0.9583333333333334,0.9615384615384616,0.9573696145124716
LFDA,soybean,(150|4|3),0,0.3,0.96,0.9605128205128205,0.9614197530864198,0.960723912206392
LMNN,soybean,(150|4|3),0,0,0.96,0.9575012800819253,0.9625,0.9597367402245451
LMNN,soybean,(150|4|3),0,0.1,0.9866666666666667,0.9866666666666667,0.9855072463768115,0.9857898715041572
LMNN,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9333333333333332,0.9337606837606837,0.9333066559957318
LMNN,soybean,(150|4|3),0,0.3,0.9333333333333333,0.9394453876627051,0.9274891774891776,0.9311010059253135
MMC_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9797979797979798,0.9682539682539683,0.9729166666666668
MMC_Supervised,iris,(150|4|3),0,0.1,0.9733333333333334,0.9743589743589745,0.9733333333333333,0.9727777777777779
MMC_Supervised,iris,(150|4|3),0,0.2,0.88,0.896551724137931,0.9117647058823529,0.887928052576963
MMC_Supervised,iris,(150|4|3),0,0.3,0.9866666666666667,0.9855072463768115,0.9848484848484849,0.9848406546080964
LSML_Supervised,iris,(150|4|3),0,0,0.9866666666666667,0.9880952380952381,0.9841269841269842,0.985809312638581
LSML_Supervised,iris,(150|4|3),0,0.1,0.9466666666666667,0.9432367149758454,0.9432367149758454,0.9432367149758454
LSML_Supervised,iris,(150|4|3),0,0.2,0.96,0.96875,0.9629629629629629,0.9639987142397942
LSML_Supervised,iris,(150|4|3),0,0.3,0.9466666666666667,0.9466666666666667,0.9540229885057471,0.9463231347289319
ITML_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9733333333333333,0.9733333333333333,0.9722222222222223
ITML_Supervised,iris,(150|4|3),0,0.1,0.9733333333333334,0.9738461538461539,0.9738461538461539,0.9738461538461539
ITML_Supervised,iris,(150|4|3),0,0.2,0.8933333333333333,0.9071969696969697,0.8992673992673993,0.9
ITML_Supervised,iris,(150|4|3),0,0.3,0.96,0.9634038800705468,0.9641909814323607,0.9635882158225754
NCA,iris,(150|4|3),0,0,0.9466666666666667,0.9523809523809524,0.9506172839506174,0.9476923076923076
NCA,iris,(150|4|3),0,0.1,0.9066666666666666,0.9087301587301587,0.9105447276361819,0.9094189374144581
NCA,iris,(150|4|3),0,0.2,0.9333333333333333,0.9404040404040405,0.9343209876543209,0.9352992410103274
NCA,iris,(150|4|3),0,0.3,0.9333333333333333,0.9276895943562611,0.9309523809523809,0.9290465631929047
MLKR,iris,(150|4|3),0,0,0.9733333333333334,0.9770114942528735,0.9733333333333333,0.9742063492063493
MLKR,iris,(150|4|3),0,0.1,0.9066666666666666,0.9074410163339383,0.8986013986013986,0.9006651884700666
MLKR,iris,(150|4|3),0,0.2,0.9466666666666667,0.9453734671125975,0.9453734671125975,0.9453734671125975
MLKR,iris,(150|4|3),0,0.3,0.9733333333333334,0.9761904761904763,0.9743589743589745,0.9743209876543211
LFDA,iris,(150|4|3),0,0,0.9733333333333334,0.9710144927536232,0.9710144927536232,0.9696969696969697
LFDA,iris,(150|4|3),0,0.1,0.9733333333333334,0.9743589743589745,0.9743589743589745,0.9743589743589745
LFDA,iris,(150|4|3),0,0.2,0.92,0.9174603174603174,0.9174603174603174,0.9130434782608695
LFDA,iris,(150|4|3),0,0.3,0.9866666666666667,0.9866666666666667,0.9855072463768115,0.9857898715041573
LMNN,iris,(150|4|3),0,0,0.9066666666666666,0.9181818181818183,0.9125925925925925,0.90995670995671
LMNN,iris,(150|4|3),0,0.1,0.9866666666666667,0.9861111111111112,0.9861111111111112,0.9858156028368793
LMNN,iris,(150|4|3),0,0.2,0.96,0.9565217391304347,0.9655172413793104,0.9585623678646934
LMNN,iris,(150|4|3),0,0.3,0.9466666666666667,0.9495238095238095,0.9495238095238095,0.9495238095238095
MMC_Supervised,wine,(178|13|3),0,0,0.8539325842696629,0.8467281510759772,0.8541086541086541,0.8486772486772486
MMC_Supervised,wine,(178|13|3),0,0.1,0.7752808988764045,0.7986633249791145,0.8050807217473884,0.7762515262515262
MMC_Supervised,wine,(178|13|3),0,0.2,0.8089887640449438,0.8125433125433125,0.8185335497835498,0.8063772075710779
MMC_Supervised,wine,(178|13|3),0,0.3,0.9101123595505618,0.9215007215007215,0.9057239057239057,0.9074161922833649
LSML_Supervised,wine,(178|13|3),0,0,0.7640449438202247,0.7798300098071266,0.780952380952381,0.7650754746342981
LSML_Supervised,wine,(178|13|3),0,0.1,0.8314606741573034,0.8413879598662208,0.829229797979798,0.827727023814294
LSML_Supervised,wine,(178|13|3),0,0.2,0.8314606741573034,0.8583128583128583,0.8282828282828283,0.837832317104309
LSML_Supervised,wine,(178|13|3),0,0.3,0.898876404494382,0.8954212454212455,0.8964285714285714,0.8951067323481117
ITML_Supervised,wine,(178|13|3),0,0,0.9325842696629213,0.9352270931218299,0.9348370927318296,0.9345258571264763
ITML_Supervised,wine,(178|13|3),0,0.1,0.9550561797752809,0.9582146248812915,0.9562393162393162,0.9561965811965812
ITML_Supervised,wine,(178|13|3),0,0.2,0.9438202247191011,0.9442733990147784,0.9450844854070661,0.9434548646082127
ITML_Supervised,wine,(178|13|3),0,0.3,0.9438202247191011,0.9468390804597702,0.9506479183898539,0.9481337228172672
NCA,wine,(178|13|3),0,0,0.651685393258427,0.6596192853799345,0.6405405405405405,0.6454675767020422
NCA,wine,(178|13|3),0,0.1,0.6966292134831461,0.6714015151515151,0.6672889610389611,0.6688245950554136
NCA,wine,(178|13|3),0,0.2,0.7078651685393258,0.7190849673202614,0.7044911480395353,0.6976911976911978
NCA,wine,(178|13|3),0,0.3,0.6966292134831461,0.6815476190476191,0.6719348659003832,0.6724652254064019
MLKR,wine,(178|13|3),0,0,0.6853932584269663,0.6795977011494253,0.6765873015873017,0.6704166666666667
MLKR,wine,(178|13|3),0,0.1,0.6629213483146067,0.6199925678186547,0.6312205062205062,0.613840263196308
MLKR,wine,(178|13|3),0,0.2,0.7528089887640449,0.7400218809514162,0.7485714285714286,0.7373737373737375
MLKR,wine,(178|13|3),0,0.3,0.6853932584269663,0.6750298685782555,0.6682449494949495,0.670751633986928
LFDA,wine,(178|13|3),0,0,0.9438202247191011,0.9474120082815736,0.9416035353535354,0.9434311156981052
LFDA,wine,(178|13|3),0,0.1,0.9438202247191011,0.9455555555555555,0.9494949494949495,0.9442959531163381
LFDA,wine,(178|13|3),0,0.2,0.9662921348314607,0.9650742240215925,0.9695726495726497,0.9671437059672354
LFDA,wine,(178|13|3),0,0.3,0.9438202247191011,0.9442835692835693,0.9498746867167919,0.9468760553866936
LMNN,wine,(178|13|3),0,0,0.8426966292134831,0.8438505938505939,0.8410576351752823,0.8378407733246444
LMNN,wine,(178|13|3),0,0.1,0.9213483146067416,0.9264357864357864,0.9222764227642276,0.922537668404113
LMNN,wine,(178|13|3),0,0.2,0.8764044943820225,0.9083333333333333,0.8705357142857143,0.8691051299746951
LMNN,wine,(178|13|3),0,0.3,0.9101123595505618,0.906878306878307,0.9178380734444808,0.909854711498547
RCA_Supervised,breast_cancer,(699|9|2),0,0,0.9285714285714286,0.9325359599749843,0.9059278823227321,0.9173428806242266
RCA_Supervised,breast_cancer,(699|9|2),0,0.1,0.9371428571428572,0.9362318840579711,0.9265873015873016,0.9310554779556606
RCA_Supervised,breast_cancer,(699|9|2),0,0.3,0.9028571428571428,0.9131277384563532,0.8644811180493607,0.8830627726897528
MMC_Supervised,breast_cancer,(699|9|2),0,0,0.9628571428571429,0.9539034638607393,0.9657608695652173,0.9593354246543511
MMC_Supervised,breast_cancer,(699|9|2),0,0.1,0.96,0.9529364293312792,0.9568917668825161,0.9548703212496317
MMC_Supervised,breast_cancer,(699|9|2),0,0.2,0.9685714285714285,0.9630123696337618,0.9702632319819819,0.9663987292610339
MMC_Supervised,breast_cancer,(699|9|2),0,0.3,0.9428571428571428,0.9306159420289855,0.9417558727326791,0.9358057297971463
LSML_Supervised,breast_cancer,(699|9|2),0,0,0.9657142857142857,0.9676995798319328,0.9553988895382817,0.9611470860314524
LSML_Supervised,breast_cancer,(699|9|2),0,0.1,0.96,0.9567350579839429,0.9526967285587975,0.9546716003700277
LSML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9314285714285714,0.9370949143107081,0.9067530064754856,0.9196510560146923
LSML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9542857142857143,0.951720926900899,0.9484444444444444,0.9500428204396232
ITML_Supervised,breast_cancer,(699|9|2),0,0,0.9628571428571429,0.9601912538949178,0.9584998572652013,0.9593354246543511
ITML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9485714285714286,0.943590845600086,0.943590845600086,0.943590845600086
ITML_Supervised,breast_cancer,(699|9|2),0,0.2,0.96,0.9588887644225383,0.950808847804556,0.9546716003700279
ITML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9628571428571429,0.9621395946331716,0.9572931746760355,0.9596269709580387
NCA,breast_cancer,(699|9|2),0,0,0.9514285714285714,0.9431159420289854,0.9486262426176589,0.9457764897795518
NCA,breast_cancer,(699|9|2),0,0.1,0.9571428571428572,0.9380250174241591,0.9667370231394622,0.950405728374536
NCA,breast_cancer,(699|9|2),0,0.2,0.9514285714285714,0.9413098424026167,0.9475479663764182,0.9443274853801169
NCA,breast_cancer,(699|9|2),0,0.3,0.9714285714285714,0.9642454954954955,0.9742594190394018,0.9688888888888889
MLKR,breast_cancer,(699|9|2),0,0,0.9742857142857143,0.9642843680500583,0.9762217754407672,0.9699459026247246
MLKR,breast_cancer,(699|9|2),0,0.1,0.9685714285714285,0.964310536558243,0.9686590199586096,0.9663987292610339
MLKR,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.9466666666666668,0.9533725504348768,0.9498585294222988
MLKR,breast_cancer,(699|9|2),0,0.3,0.9514285714285714,0.945844484091585,0.9438482886216466,0.9448353869403574
LFDA,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9612119909745354,0.9765032377428307,0.9681690858161447
LFDA,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9538461538461538,0.9741379310344828,0.9625321153297174
LFDA,breast_cancer,(699|9|2),0,0.2,0.9571428571428572,0.947027972027972,0.9614024324226785,0.9534157357208138
LFDA,breast_cancer,(699|9|2),0,0.3,0.96,0.9596881879533725,0.9528888888888889,0.9561262132445112
LMNN,breast_cancer,(699|9|2),0,0,0.9771428571428571,0.973066867232549,0.9766862752174383,0.9748346275524877
LMNN,breast_cancer,(699|9|2),0,0.1,0.9742857142857143,0.9723707664884136,0.9704710144927536,0.9714101598308207
LMNN,breast_cancer,(699|9|2),0,0.2,0.9514285714285714,0.9489432136490961,0.9436655162496406,0.9462117719379131
LMNN,breast_cancer,(699|9|2),0,0.3,0.9685714285714285,0.9629246360262632,0.9681872315854054,0.9654631083202512
RCA_Supervised,vehicle,(846|18|4),0,0,0.5910165484633569,0.6255713601173225,0.5970626276378488,0.6038141341890888
RCA_Supervised,vehicle,(846|18|4),0,0.1,0.5839243498817966,0.590233202718042,0.5863021517897458,0.5877994176694908
RCA_Supervised,vehicle,(846|18|4),0,0.2,0.6264775413711584,0.6231433062963815,0.6300007905205899,0.625937350356991
RCA_Supervised,vehicle,(846|18|4),0,0.3,0.5271867612293144,0.5439828320546107,0.5248192558631635,0.5297887609423453
MMC_Supervised,vehicle,(846|18|4),0,0,0.5673758865248227,0.5741684046727862,0.5792891586268263,0.574887895242127
MMC_Supervised,vehicle,(846|18|4),0,0.1,0.5933806146572104,0.5835958485958486,0.5973075381942441,0.588894739037054
MMC_Supervised,vehicle,(846|18|4),0,0.2,0.6052009456264775,0.6073804234270729,0.6169392654318562,0.6072507180237168
MMC_Supervised,vehicle,(846|18|4),0,0.3,0.6146572104018913,0.6217587183977694,0.6392889730425715,0.6241310720967533
LSML_Supervised,vehicle,(846|18|4),0,0,0.6973995271867612,0.6921145391441494,0.7006940496220491,0.6946259876331158
LSML_Supervised,vehicle,(846|18|4),0,0.1,0.6737588652482269,0.6680023271179901,0.6715637288931497,0.6691850667805298
LSML_Supervised,vehicle,(846|18|4),0,0.2,0.6926713947990544,0.6877831549983071,0.689300796123226,0.6876353659263099
LSML_Supervised,vehicle,(846|18|4),0,0.3,0.6855791962174941,0.6833946953716422,0.6986819220587023,0.6860933732081624
ITML_Supervised,vehicle,(846|18|4),0,0,0.7754137115839244,0.7688850857551585,0.768693116194086,0.7684416537666835
ITML_Supervised,vehicle,(846|18|4),0,0.1,0.723404255319149,0.7181125513767209,0.7250748302199722,0.7210439366897109
ITML_Supervised,vehicle,(846|18|4),0,0.2,0.735224586288416,0.7294417717720625,0.7338611859838275,0.7314350599819707
ITML_Supervised,vehicle,(846|18|4),0,0.3,0.7494089834515366,0.7489021577837367,0.7566615065388632,0.750561395948393
NCA,vehicle,(846|18|4),0,0,0.5933806146572104,0.584554079516194,0.5996467019848856,0.5908969148060362
NCA,vehicle,(846|18|4),0,0.1,0.6264775413711584,0.6066191263871061,0.6239979117345023,0.611917610356965
NCA,vehicle,(846|18|4),0,0.2,0.5933806146572104,0.5769068320164675,0.609977308697191,0.5886098952181494
NCA,vehicle,(846|18|4),0,0.3,0.5957446808510638,0.5925572823626188,0.5997185497185498,0.5938960303985771
MLKR,vehicle,(846|18|4),0,0,0.5886524822695035,0.5944535549742801,0.6118844276841171,0.6005244716115626
MLKR,vehicle,(846|18|4),0,0.1,0.607565011820331,0.5936463312560895,0.6148190045248869,0.601443333727734
MLKR,vehicle,(846|18|4),0,0.2,0.6052009456264775,0.6049825603989324,0.610486245812026,0.6057816151413548
MLKR,vehicle,(846|18|4),0,0.3,0.5910165484633569,0.5942289914456039,0.5990721834860635,0.5910117364313855
LFDA,vehicle,(846|18|4),0,0,0.8014184397163121,0.8020144428371792,0.8088482489456919,0.8009711054041658
LFDA,vehicle,(846|18|4),0,0.1,0.7281323877068558,0.7153280601743941,0.7287218855910444,0.7201632361070465
LFDA,vehicle,(846|18|4),0,0.2,0.7801418439716312,0.7660124019703218,0.775180004334773,0.7691657189309711
LFDA,vehicle,(846|18|4),0,0.3,0.7730496453900709,0.7682305107679145,0.7675013346164785,0.7677425842131724
LMNN,vehicle,(846|18|4),0,0,0.8014184397163121,0.7904815819579271,0.7919120012870013,0.7901062981250332
LMNN,vehicle,(846|18|4),0,0.1,0.7777777777777778,0.7751635980479148,0.7819415233888918,0.777864928625941
LMNN,vehicle,(846|18|4),0,0.2,0.8250591016548463,0.8191871561528894,0.8250928844832028,0.821065501744872
LMNN,vehicle,(846|18|4),0,0.3,0.7565011820330969,0.7709001448233468,0.7659396861051306,0.7678829020745447
RCA_Supervised,german_credit,(1000|24|2),0,0,0.67,0.5571912846168566,0.5408083645443196,0.5383608171852879
RCA_Supervised,german_credit,(1000|24|2),0,0.1,0.686,0.6065365373575002,0.5731364011710832,0.5732559214138548
RCA_Supervised,german_credit,(1000|24|2),0,0.2,0.65,0.5522390136650803,0.5347361018580206,0.5269631031220435
RCA_Supervised,german_credit,(1000|24|2),0,0.3,0.658,0.5486448666961261,0.5243641527877682,0.5033660743847257
MMC_Supervised,german_credit,(1000|24|2),0,0,0.738,0.6721445221445221,0.6446592623063212,0.6534226497558084
MMC_Supervised,german_credit,(1000|24|2),0,0.1,0.654,0.5634561295191054,0.5528571428571428,0.5537349546770125
MMC_Supervised,german_credit,(1000|24|2),0,0.2,0.712,0.6415930128084582,0.6327398092103974,0.6363930187459599
MMC_Supervised,german_credit,(1000|24|2),0,0.3,0.68,0.584207353827607,0.568411980176686,0.5710363761153054
LSML_Supervised,german_credit,(1000|24|2),0,0,0.704,0.6365293474298214,0.5843405149763532,0.584680316091954
LSML_Supervised,german_credit,(1000|24|2),0,0.1,0.706,0.6280528762191353,0.5914849508599509,0.5958851764084914
LSML_Supervised,german_credit,(1000|24|2),0,0.2,0.682,0.6121864066105859,0.583666444592494,0.5857627436574806
LSML_Supervised,german_credit,(1000|24|2),0,0.3,0.726,0.6556681172861525,0.627691947565543,0.6356363597678711
ITML_Supervised,german_credit,(1000|24|2),0,0,0.66,0.5577309610660315,0.5448343643406371,0.544226149622512
ITML_Supervised,german_credit,(1000|24|2),0,0.1,0.742,0.6854888613861386,0.6386367578192751,0.6493631456203011
ITML_Supervised,german_credit,(1000|24|2),0,0.2,0.73,0.6511505035474758,0.642912486746595,0.6465061717403942
ITML_Supervised,german_credit,(1000|24|2),0,0.3,0.684,0.6158579057348502,0.6168071161048689,0.6163186012627488
NCA,german_credit,(1000|24|2),0,0,0.706,0.6505364201016375,0.6233436967947295,0.6296688181144852
NCA,german_credit,(1000|24|2),0,0.1,0.688,0.6042343964104355,0.5736161976508094,0.5747835757430384
NCA,german_credit,(1000|24|2),0,0.2,0.66,0.5688230477183056,0.5522404927388823,0.5514133119419055
NCA,german_credit,(1000|24|2),0,0.3,0.678,0.6072626879078492,0.5746323529411765,0.5740537909212609
MLKR,german_credit,(1000|24|2),0,0,0.708,0.64125,0.606813369630974,0.6127238774297598
MLKR,german_credit,(1000|24|2),0,0.1,0.712,0.6340713871885941,0.603399708596406,0.60967993754879
MLKR,german_credit,(1000|24|2),0,0.2,0.728,0.6424209770114943,0.6305994729907773,0.6353809196980096
MLKR,german_credit,(1000|24|2),0,0.3,0.688,0.6363143631436314,0.5907221701175962,0.5904737903225806
LFDA,german_credit,(1000|24|2),0,0,0.698,0.6075438476138209,0.5941428457042197,0.5984021191602082
LFDA,german_credit,(1000|24|2),0,0.1,0.688,0.5947435104157459,0.5614830111474407,0.55957086391869
LFDA,german_credit,(1000|24|2),0,0.2,0.668,0.5661241711874623,0.5537207890149066,0.5549502402196294
LFDA,german_credit,(1000|24|2),0,0.3,0.742,0.701655912077551,0.6293859649122807,0.6390820934357706
LMNN,german_credit,(1000|24|2),0,0,0.744,0.6955710955710956,0.6586131276467029,0.6690043236310226
LMNN,german_credit,(1000|24|2),0,0.1,0.716,0.6778580113650463,0.6296698326549073,0.6363524615353097
LMNN,german_credit,(1000|24|2),0,0.2,0.724,0.6599067599067598,0.6316799754299754,0.6395662257882531
LMNN,german_credit,(1000|24|2),0,0.3,0.718,0.6699999999999999,0.6254172891421826,0.6326575273943694
RCA_Supervised,isolet,(7797|617|26),10,0,0.7258271351628622,0.7315218944805955,0.7287520711930698,0.726461855353384
RCA_Supervised,isolet,(7797|617|26),10,0.1,0.7155680943831751,0.7145175317201565,0.7139714717169158,0.7080060014311184
RCA_Supervised,isolet,(7797|617|26),10,0.2,0.7127468581687613,0.7126760676127237,0.7102624640993984,0.7076997795710063
RCA_Supervised,isolet,(7797|617|26),10,0.3,0.7263400872018466,0.7259773323128379,0.7259824121729372,0.7229367396562849
MMC_Supervised,isolet,(7797|617|26),10,0,0.4042062067196717,0.3985903180954775,0.4017494893422488,0.3914227909886782
MMC_Supervised,isolet,(7797|617|26),10,0.1,0.3865093613747115,0.381773181509853,0.38640567794398084,0.3784989448307839
MMC_Supervised,isolet,(7797|617|26),10,0.2,0.4016414465247499,0.394623623466689,0.40138976759291967,0.3922962693299722
MMC_Supervised,isolet,(7797|617|26),10,0.3,0.4108745832264683,0.4031889067232965,0.4133288199712754,0.3984701307462466
LSML_Supervised,isolet,(7797|617|26),10,0,0.7309566555527058,0.7322365843971846,0.7293517590186854,0.7267091265783405
LSML_Supervised,isolet,(7797|617|26),10,0.1,0.7345473198255963,0.7374861098153696,0.7339309729193432,0.7309695672493477
LSML_Supervised,isolet,(7797|617|26),10,0.2,0.7450628366247756,0.748951823981386,0.7443359652346149,0.7422981746313098
LSML_Supervised,isolet,(7797|617|26),10,0.3,0.7391638881764555,0.7424616094300317,0.7394422212439237,0.7370515885140919
ITML_Supervised,isolet,(7797|617|26),10,0,0.6111823544498589,0.6184437300710702,0.6137858895926148,0.6083080290985735
ITML_Supervised,isolet,(7797|617|26),10,0.1,0.6173377789176712,0.6275849986836105,0.6204804746446464,0.6157199997696314
ITML_Supervised,isolet,(7797|617|26),10,0.2,0.6514490895101308,0.6547987214376587,0.6505815670104417,0.647432841418722
ITML_Supervised,isolet,(7797|617|26),10,0.3,0.6024621697871249,0.6080073071615832,0.6036289333860548,0.5982046971005288
NCA,isolet,(7797|617|26),10,0,0.7230058989484484,0.7272005168234809,0.7231044003660172,0.7192334947379527
NCA,isolet,(7797|617|26),10,0.1,0.7368556040010259,0.7403711000337634,0.736956330667737,0.733762767042726
NCA,isolet,(7797|617|26),10,0.2,0.7286483713772762,0.730162486824402,0.7273944898119538,0.7257752408711619
NCA,isolet,(7797|617|26),10,0.3,0.7394203641959477,0.7433778517913586,0.7399788007938077,0.7392780327308125
MLKR,isolet,(7797|617|26),10,0,0.6216978712490382,0.6278957198298556,0.6278085210184827,0.6228822794176434
MLKR,isolet,(7797|617|26),10,0.1,0.7035137214670428,0.7068499352588944,0.7035470088356526,0.702592394214769
MLKR,isolet,(7797|617|26),10,0.2,0.6606822262118492,0.6633487637842473,0.6608794901412443,0.6570486082510768
MLKR,isolet,(7797|617|26),10,0.3,0.6729930751474738,0.673909870497259,0.6736384913655834,0.6710066597784633
LFDA,isolet,(7797|617|26),10,0,0.7032572454475506,0.704694060914038,0.7045802098396076,0.6998230468507783
LFDA,isolet,(7797|617|26),10,0.1,0.7035137214670428,0.7054604011688519,0.7028681597660172,0.6988826873420246
LFDA,isolet,(7797|617|26),10,0.2,0.7086432418568864,0.7121960579483038,0.7101895827593135,0.7051562259674513
LFDA,isolet,(7797|617|26),10,0.3,0.7106950500128238,0.7119247117871803,0.7094144276423913,0.7062405183889958
LMNN,isolet,(7797|617|26),10,0,0.7450628366247756,0.7450893682461908,0.7424234578363449,0.7407970988023835
LMNN,isolet,(7797|617|26),10,0.1,0.6942805847653244,0.7002005901120013,0.6937207219982224,0.6888421206965746
LMNN,isolet,(7797|617|26),10,0.2,0.6837650679661451,0.692825280760878,0.6831677493575691,0.682880910142538
LMNN,isolet,(7797|617|26),10,0.3,0.6827391638881765,0.6885404009538714,0.6836514975557365,0.6801611183571877
NCA,letters,(20000|16|26),10,0,0.9118,0.9138562587661246,0.9118361411520749,0.9121480596709823
NCA,letters,(20000|16|26),10,0.1,0.9137,0.9154061800938126,0.9139185984122871,0.914152092360581
NCA,letters,(20000|16|26),10,0.2,0.9251,0.9267018693167515,0.9248744419470584,0.925211470176759
NCA,letters,(20000|16|26),10,0.3,0.9148,0.9163340849710763,0.9147697005962125,0.9150070904128058
LFDA,letters,(20000|16|26),10,0,0.8531,0.8556212159488757,0.8533341268395629,0.8534048766606147
LFDA,letters,(20000|16|26),10,0.1,0.8609,0.8636886302213889,0.8601252836668909,0.8605981994619252
LFDA,letters,(20000|16|26),10,0.2,0.8609,0.8634702129821681,0.8606520798647354,0.8610287525403664
LFDA,letters,(20000|16|26),10,0.3,0.8683,0.8708816660056068,0.8675188804590385,0.8682811188397497
LMNN,letters,(20000|16|26),10,0,0.9227,0.9238144725740973,0.9229706069977804,0.9229493097330507
LMNN,letters,(20000|16|26),10,0.1,0.8983,0.9002774496167812,0.8980457061028487,0.8982804752235961
