algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
LSML_Supervised,iris,(150|4|3),4,0.1,0.96,0.959866220735786,0.9588888888888888,0.9591155611180643
LSML_Supervised,iris,(150|4|3),4,0.2,0.9466666666666667,0.9463231347289319,0.9463231347289319,0.9463231347289319
LSML_Supervised,iris,(150|4|3),4,0.3,0.9733333333333334,0.9740957966764419,0.9740957966764419,0.9740957966764419
ITML_Supervised,iris,(150|4|3),2,0,0.9733333333333334,0.9743589743589745,0.9666666666666667,0.9691228070175439
ITML_Supervised,iris,(150|4|3),2,0.1,0.9466666666666667,0.9496296296296296,0.9496296296296296,0.9487179487179486
ITML_Supervised,iris,(150|4|3),2,0.2,0.9866666666666667,0.9876543209876543,0.9848484848484849,0.9859587538394031
ITML_Supervised,iris,(150|4|3),2,0.3,0.9733333333333334,0.978494623655914,0.9682539682539683,0.9722222222222223
ITML_Supervised,iris,(150|4|3),4,0,1.0,1.0,1.0,1.0
ITML_Supervised,iris,(150|4|3),4,0.1,0.9733333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222
ITML_Supervised,iris,(150|4|3),4,0.2,0.96,0.9583333333333334,0.96875,0.9613843351548269
ITML_Supervised,iris,(150|4|3),4,0.3,0.9466666666666667,0.9497929606625259,0.9471794871794872,0.9475308641975309
NCA,iris,(150|4|3),2,0,0.9466666666666667,0.956989247311828,0.9523809523809524,0.9513704686118478
NCA,iris,(150|4|3),2,0.1,0.9733333333333334,0.9710144927536232,0.9722222222222222,0.9703557312252964
NCA,iris,(150|4|3),2,0.2,0.9866666666666667,0.9871794871794872,0.9871794871794872,0.9869281045751634
NCA,iris,(150|4|3),2,0.3,0.96,0.9629629629629629,0.96,0.9591155611180643
NCA,iris,(150|4|3),4,0,0.9733333333333334,0.9726867335562988,0.9726867335562988,0.9726867335562988
NCA,iris,(150|4|3),4,0.1,0.9466666666666667,0.9506172839506174,0.9555555555555556,0.9495238095238095
NCA,iris,(150|4|3),4,0.2,0.9333333333333333,0.9316239316239318,0.9381499726327313,0.9326599326599326
NCA,iris,(150|4|3),4,0.3,0.9466666666666667,0.9490740740740741,0.9482051282051281,0.9476923076923076
MLKR,iris,(150|4|3),2,0,0.9466666666666667,0.9466666666666667,0.9540229885057471,0.9463231347289319
MLKR,iris,(150|4|3),2,0.1,0.96,0.9571256038647343,0.9581818181818181,0.9573696145124716
MLKR,iris,(150|4|3),2,0.2,0.9466666666666667,0.9476923076923077,0.9476923076923077,0.9476923076923077
MLKR,iris,(150|4|3),2,0.3,0.9733333333333334,0.974320987654321,0.974320987654321,0.974320987654321
MLKR,iris,(150|4|3),4,0,0.9466666666666667,0.9496296296296296,0.9496296296296296,0.9487179487179486
MLKR,iris,(150|4|3),4,0.1,0.9866666666666667,0.9841269841269842,0.9871794871794872,0.9853339709867687
MLKR,iris,(150|4|3),4,0.2,0.96,0.96,0.9583333333333334,0.956501182033097
MLKR,iris,(150|4|3),4,0.3,0.96,0.96875,0.9545454545454546,0.95921631347461
LFDA,iris,(150|4|3),2,0,0.96,0.9629629629629629,0.9615384615384616,0.9599839935974389
LFDA,iris,(150|4|3),2,0.1,0.9866666666666667,0.9861111111111112,0.9848484848484849,0.9851558634339436
LFDA,iris,(150|4|3),2,0.2,0.9866666666666667,0.9876543209876543,0.9880952380952381,0.9876500857632934
LFDA,iris,(150|4|3),2,0.3,0.96,0.96875,0.9615384615384616,0.963198394111743
LFDA,iris,(150|4|3),4,0,0.9733333333333334,0.9696969696969697,0.9753086419753086,0.9713064713064713
LFDA,iris,(150|4|3),4,0.1,0.9733333333333334,0.9753086419753086,0.9710144927536232,0.972027972027972
LFDA,iris,(150|4|3),4,0.2,0.9466666666666667,0.9476190476190475,0.9417249417249418,0.9435626102292769
LFDA,iris,(150|4|3),4,0.3,0.96,0.96,0.967741935483871,0.9617742517129463
LMNN,iris,(150|4|3),2,0,0.9866666666666667,0.9861111111111112,0.9880952380952381,0.9868471953578336
LMNN,iris,(150|4|3),2,0.1,0.96,0.9655172413793104,0.9642857142857143,0.9629502572898799
LMNN,iris,(150|4|3),2,0.2,0.92,0.9215384615384615,0.9215384615384615,0.9215384615384615
LMNN,iris,(150|4|3),2,0.3,0.9733333333333334,0.9743589743589745,0.9743589743589745,0.9733333333333333
LMNN,iris,(150|4|3),4,0,0.9333333333333333,0.93482905982906,0.9361245303274289,0.9333066559957318
LMNN,iris,(150|4|3),4,0.1,0.96,0.9615384615384616,0.96875,0.963198394111743
LMNN,iris,(150|4|3),4,0.2,0.9333333333333333,0.9401340996168583,0.9377967711301044,0.9370172311348782
LMNN,iris,(150|4|3),4,0.3,0.9466666666666667,0.9501424501424501,0.9509523809523809,0.949667616334283
MMC_Supervised,wine,(178|13|3),2,0,0.5393258426966292,0.5624524818073205,0.5358152958152959,0.5439822677879683
MMC_Supervised,wine,(178|13|3),2,0.1,0.6404494382022472,0.6595238095238095,0.6348781937017232,0.6352265043948614
MMC_Supervised,wine,(178|13|3),2,0.2,0.7865168539325843,0.7932539682539682,0.77688013136289,0.7820594965675056
MMC_Supervised,wine,(178|13|3),2,0.3,0.6629213483146067,0.6222894192001743,0.6222894192001743,0.6222894192001743
MMC_Supervised,wine,(178|13|3),4,0,0.8202247191011236,0.8527777777777779,0.8247710075667065,0.8180314636356147
MMC_Supervised,wine,(178|13|3),4,0.1,0.8314606741573034,0.8389227642276422,0.8136777128005198,0.8140384752914254
MMC_Supervised,wine,(178|13|3),4,0.2,0.8651685393258427,0.8801373954599759,0.8520114942528735,0.8593149540517961
MMC_Supervised,wine,(178|13|3),4,0.3,0.7528089887640449,0.7595959595959596,0.732051282051282,0.7374847374847375
LSML_Supervised,wine,(178|13|3),2,0,0.550561797752809,0.5844252988713017,0.5909949164851126,0.5456909554272638
LSML_Supervised,wine,(178|13|3),2,0.1,0.48314606741573035,0.48616600790513825,0.44171444171444163,0.44381654381654373
LSML_Supervised,wine,(178|13|3),2,0.2,0.42696629213483145,0.39052287581699346,0.43279054916985954,0.36178932178932177
LSML_Supervised,wine,(178|13|3),2,0.3,0.6404494382022472,0.6046065862242332,0.633144399460189,0.6017128761031201
LSML_Supervised,wine,(178|13|3),4,0,0.7752808988764045,0.7932432432432432,0.7746305418719212,0.7727272727272728
LSML_Supervised,wine,(178|13|3),4,0.1,0.6741573033707865,0.6995311222953499,0.6722429712625791,0.6791937515747041
LSML_Supervised,wine,(178|13|3),4,0.2,0.6741573033707865,0.7217054263565892,0.6925364758698093,0.6663360280381557
LSML_Supervised,wine,(178|13|3),4,0.3,0.7640449438202247,0.7793803418803419,0.757554480678213,0.7546048722519311
ITML_Supervised,wine,(178|13|3),2,0,0.7640449438202247,0.7611273554256011,0.761437908496732,0.7500465453547736
ITML_Supervised,wine,(178|13|3),2,0.1,0.7303370786516854,0.7344122834318912,0.7344122834318912,0.7344122834318912
ITML_Supervised,wine,(178|13|3),2,0.2,0.7640449438202247,0.7486772486772487,0.7441492726122707,0.7411255411255411
ITML_Supervised,wine,(178|13|3),2,0.3,0.7191011235955056,0.7087210504549214,0.7281746031746031,0.7111011220990244
ITML_Supervised,wine,(178|13|3),4,0,0.8651685393258427,0.8848613469156762,0.8885057471264369,0.8769637726858664
ITML_Supervised,wine,(178|13|3),4,0.1,0.9325842696629213,0.93189127502853,0.9343915343915343,0.9329722344215097
ITML_Supervised,wine,(178|13|3),4,0.2,0.7865168539325843,0.7975845410628019,0.802895060959577,0.795341474445952
ITML_Supervised,wine,(178|13|3),4,0.3,0.6292134831460674,0.6409049133969601,0.6524277031990917,0.6415692007797271
NCA,wine,(178|13|3),2,0,0.6853932584269663,0.6723832528180353,0.6661604859335039,0.6687904895478528
NCA,wine,(178|13|3),2,0.1,0.7528089887640449,0.7056372549019607,0.7032258064516129,0.7042328042328042
NCA,wine,(178|13|3),2,0.2,0.651685393258427,0.6379928315412186,0.6318401462713856,0.6278234154811995
NCA,wine,(178|13|3),2,0.3,0.6966292134831461,0.6658900836320191,0.6592342342342342,0.6617553985975039
NCA,wine,(178|13|3),4,0,0.6853932584269663,0.6732765780730897,0.6764162561576353,0.6531772053083529
NCA,wine,(178|13|3),4,0.1,0.6966292134831461,0.6995631143704166,0.7049392712550606,0.7008813626460686
NCA,wine,(178|13|3),4,0.2,0.6404494382022472,0.6635924462011419,0.6448313090418354,0.648990825081854
NCA,wine,(178|13|3),4,0.3,0.6966292134831461,0.7094076655052265,0.6902743914238166,0.693011040155497
MLKR,wine,(178|13|3),2,0,0.6966292134831461,0.6757307060755336,0.6782738095238096,0.6737522493913412
MLKR,wine,(178|13|3),2,0.1,0.7078651685393258,0.6893141945773524,0.6737254901960785,0.6532120355649768
MLKR,wine,(178|13|3),2,0.2,0.6966292134831461,0.6907687991021324,0.6896811775107922,0.6789023521026372
MLKR,wine,(178|13|3),2,0.3,0.6741573033707865,0.6370370370370371,0.6452020202020202,0.6374751501292709
MLKR,wine,(178|13|3),4,0,0.7640449438202247,0.7604938271604939,0.7573435504469987,0.757775410633737
MLKR,wine,(178|13|3),4,0.1,0.6404494382022472,0.6749495497123581,0.6366567847298071,0.5890494209379659
MLKR,wine,(178|13|3),4,0.2,0.7191011235955056,0.6991419572064733,0.7072463768115943,0.6994120307553143
MLKR,wine,(178|13|3),4,0.3,0.6741573033707865,0.658061821219716,0.6470959595959597,0.6497354497354497
LFDA,wine,(178|13|3),2,0,0.7640449438202247,0.7468641114982578,0.7430555555555555,0.7387114387114387
LFDA,wine,(178|13|3),2,0.1,0.7078651685393258,0.7084291187739463,0.7108361863263823,0.7072950575672898
LFDA,wine,(178|13|3),2,0.2,0.7191011235955056,0.7022660098522168,0.7104011579818031,0.7046160739506929
LFDA,wine,(178|13|3),2,0.3,0.7191011235955056,0.6868686868686869,0.6975270201076653,0.6896805172742559
LFDA,wine,(178|13|3),4,0,0.8876404494382022,0.8938992042440318,0.8962215320910972,0.8894586894586896
LFDA,wine,(178|13|3),4,0.1,0.8426966292134831,0.8461597542242704,0.8448856379890862,0.8424503882657463
LFDA,wine,(178|13|3),4,0.2,0.8651685393258427,0.8653846153846154,0.8644334975369458,0.8643757972672638
LFDA,wine,(178|13|3),4,0.3,0.8651685393258427,0.8751685859528998,0.8687255698749952,0.8659250585480094
LMNN,wine,(178|13|3),2,0,0.6966292134831461,0.6698717948717948,0.6824915824915824,0.6672640382317802
LMNN,wine,(178|13|3),2,0.1,0.6741573033707865,0.6496710526315789,0.6535714285714286,0.6490355465578724
LMNN,wine,(178|13|3),2,0.2,0.7078651685393258,0.7306052855924978,0.7028758169934641,0.7089621018880906
LMNN,wine,(178|13|3),2,0.3,0.6966292134831461,0.6585053953475005,0.6631234015345269,0.6591618084575831
LMNN,wine,(178|13|3),4,0,0.8876404494382022,0.8986175115207372,0.8851600985221676,0.8880499463466979
LMNN,wine,(178|13|3),4,0.1,0.7865168539325843,0.7781245124044313,0.8076923076923078,0.7864298075944213
LMNN,wine,(178|13|3),4,0.2,0.898876404494382,0.9108734402852049,0.8956265508684864,0.9004273504273503
LMNN,wine,(178|13|3),4,0.3,0.9101123595505618,0.9142129800024538,0.8955564158816193,0.9036810950795413
