algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
MLKR,image_segment,(210|19|7),2,0.3,0.5238095238095238,0.5337257891662411,0.5069264069264069,0.49212056059882153
MLKR,image_segment,(210|19|7),4,0,0.7428571428571429,0.8037620220501994,0.7607459583023493,0.7560706689623741
MLKR,image_segment,(210|19|7),4,0.1,0.7238095238095238,0.7708855472013366,0.7117988220929397,0.7212972085385879
MLKR,image_segment,(210|19|7),4,0.2,0.6571428571428571,0.7092475879240584,0.6732412195647489,0.6547319807688471
MLKR,image_segment,(210|19|7),4,0.3,0.7238095238095238,0.7386670610273095,0.7249149659863947,0.725369532428356
LFDA,image_segment,(210|19|7),2,0,0.49523809523809526,0.5343996743996745,0.5260031285241369,0.4809072370366911
LFDA,image_segment,(210|19|7),2,0.1,0.5428571428571428,0.5862745098039215,0.5433703305883757,0.5527522630641865
LFDA,image_segment,(210|19|7),2,0.2,0.45714285714285713,0.5069101324740423,0.45811965811965816,0.44397563843598287
LFDA,image_segment,(210|19|7),2,0.3,0.4,0.42380952380952375,0.42324917146345725,0.387244742834805
LFDA,image_segment,(210|19|7),4,0,0.6476190476190476,0.6737755102040817,0.6797065317355012,0.6384173939607868
LFDA,image_segment,(210|19|7),4,0.1,0.7333333333333333,0.7294154503906826,0.732869104579631,0.7234281390784648
LFDA,image_segment,(210|19|7),4,0.2,0.5333333333333333,0.5450026164311879,0.5218783667313079,0.5157117958846069
LFDA,image_segment,(210|19|7),4,0.3,0.6857142857142857,0.678324599377231,0.717733247145012,0.6771261193317447
LMNN,image_segment,(210|19|7),2,0,0.4666666666666667,0.5090476190476191,0.4779985678481919,0.4294848448579261
LMNN,image_segment,(210|19|7),2,0.1,0.5523809523809524,0.5498620009898205,0.530952380952381,0.5328695866327978
LMNN,image_segment,(210|19|7),2,0.2,0.47619047619047616,0.5918367346938777,0.4948369091226234,0.4969593898165327
LMNN,image_segment,(210|19|7),2,0.3,0.38095238095238093,0.3728146594606222,0.39311339245549776,0.36658046268049443
LMNN,image_segment,(210|19|7),4,0,0.780952380952381,0.8076123927832002,0.7861274064281584,0.7784583132747761
LMNN,image_segment,(210|19|7),4,0.1,0.7714285714285715,0.8343537414965987,0.782171201814059,0.7771378753521611
LMNN,image_segment,(210|19|7),4,0.2,0.7428571428571429,0.7807747807747808,0.7604894589414714,0.7590118215118216
LMNN,image_segment,(210|19|7),4,0.3,0.7238095238095238,0.7447726459004654,0.7451395722072415,0.7314365613904785
RCA_Supervised,isolet,(7797|617|26),2,0,0.26801744036932545,0.27344912768224783,0.27202225605438046,0.2676421153919405
RCA_Supervised,isolet,(7797|617|26),2,0.1,0.2751987689151064,0.27605239162909523,0.2731679711206933,0.26886774955533543
RCA_Supervised,isolet,(7797|617|26),2,0.2,0.2751987689151064,0.2747658596937447,0.2771968676912817,0.26972192164558323
RCA_Supervised,isolet,(7797|617|26),2,0.3,0.277507053090536,0.2783529433962425,0.2802242668020039,0.2731864029384537
RCA_Supervised,isolet,(7797|617|26),4,0,0.5185945114131829,0.520542538040442,0.5221807535650488,0.5134004943264932
RCA_Supervised,isolet,(7797|617|26),4,0.1,0.5324442164657605,0.5394544703926418,0.5326680144502803,0.5282539206983498
RCA_Supervised,isolet,(7797|617|26),4,0.2,0.5165427032572455,0.5267202985087445,0.5206843129513271,0.5143742825646783
RCA_Supervised,isolet,(7797|617|26),4,0.3,0.517312131315722,0.5207150514621911,0.5160617998850432,0.5142036252610528
MMC_Supervised,isolet,(7797|617|26),2,0,0.150294947422416,0.15254835938164313,0.14926368772230741,0.1435746469228237
MMC_Supervised,isolet,(7797|617|26),2,0.1,0.1549115157732752,0.15934171846139644,0.15337292632827018,0.15187285984458923
MMC_Supervised,isolet,(7797|617|26),2,0.2,0.14849961528597075,0.14785222600080544,0.14861211195703236,0.14254745550358588
MMC_Supervised,isolet,(7797|617|26),2,0.3,0.14619133111054117,0.1499516893919741,0.1461916489703895,0.1432705716912384
MMC_Supervised,isolet,(7797|617|26),4,0,0.21236214413952295,0.20569777649155474,0.21041287347383764,0.2020529041067392
MMC_Supervised,isolet,(7797|617|26),4,0.1,0.20569376763272634,0.19383234527785448,0.2032662122792742,0.1934479918502881
MMC_Supervised,isolet,(7797|617|26),4,0.2,0.20287253141831238,0.20514777291505906,0.20298537843983355,0.19558824872914266
MMC_Supervised,isolet,(7797|617|26),4,0.3,0.20312900743780457,0.20332548633788164,0.2029342354209083,0.195213447903564
LSML_Supervised,isolet,(7797|617|26),2,0,0.2926391382405745,0.2932339962240471,0.29377669815963664,0.285798382369161
LSML_Supervised,isolet,(7797|617|26),2,0.1,0.2764811490125673,0.2849676710441004,0.2778148698188722,0.2750585870024337
LSML_Supervised,isolet,(7797|617|26),2,0.2,0.27827648114901254,0.2891816028131527,0.2845470355826285,0.2777107907368862
LSML_Supervised,isolet,(7797|617|26),2,0.3,0.275968196973583,0.2787497843238562,0.27648734585001405,0.27155900682956385
LSML_Supervised,isolet,(7797|617|26),4,0,0.5327006924852526,0.5326655547247671,0.5348765874723442,0.5277436081085168
LSML_Supervised,isolet,(7797|617|26),4,0.1,0.5388561169530649,0.5435783678856667,0.541743441526132,0.5358942622314105
LSML_Supervised,isolet,(7797|617|26),4,0.2,0.5239805078225186,0.5249867891027529,0.5216036610927781,0.5180644330545789
LSML_Supervised,isolet,(7797|617|26),4,0.3,0.523211079764042,0.525298852272692,0.5216361510260392,0.5196734632393573
ITML_Supervised,isolet,(7797|617|26),2,0,0.25929725570659146,0.26701384299337166,0.26105528563898317,0.25699960431758223
ITML_Supervised,isolet,(7797|617|26),2,0.1,0.17004360092331366,0.17521289268328208,0.1711032288219735,0.16532718953553566
ITML_Supervised,isolet,(7797|617|26),2,0.2,0.13131572197999486,0.13967236244421877,0.13349917961915198,0.12848458462594856
ITML_Supervised,isolet,(7797|617|26),2,0.3,0.16440112849448577,0.1730780070847939,0.16396543180784146,0.15890696232001997
ITML_Supervised,isolet,(7797|617|26),4,0,0.4467812259553732,0.45201180246281064,0.44757918824457466,0.44296819678282484
ITML_Supervised,isolet,(7797|617|26),4,0.1,0.4180559117722493,0.4211073754900471,0.417506626757222,0.41447431541104685
ITML_Supervised,isolet,(7797|617|26),4,0.2,0.34265196204154913,0.3467025865521499,0.34155426309184883,0.3376335105721501
ITML_Supervised,isolet,(7797|617|26),4,0.3,0.3700948961272121,0.3742009817804525,0.36996458274936656,0.36397411679027303
NCA,isolet,(7797|617|26),2,0,0.28161066940241086,0.28145069874792733,0.27899757313000184,0.2763126830627821
NCA,isolet,(7797|617|26),2,0.1,0.26981277250577074,0.2725586469706411,0.26818159096370064,0.26494243096783304
NCA,isolet,(7797|617|26),2,0.2,0.2641703000769428,0.2709717355931996,0.2651745116831884,0.2616219717165769
NCA,isolet,(7797|617|26),2,0.3,0.284688381636317,0.2841736748854602,0.2845161204292348,0.27947655604197197
NCA,isolet,(7797|617|26),4,0,0.4749935880995127,0.4769228803419586,0.4736145101782183,0.4700140798828346
NCA,isolet,(7797|617|26),4,0.1,0.5167991792767376,0.5204854842491,0.5179146225504447,0.5133981374394654
NCA,isolet,(7797|617|26),4,0.2,0.5116696588868941,0.5110351131336994,0.5111216835709723,0.5044405114786013
NCA,isolet,(7797|617|26),4,0.3,0.5206463195691203,0.5191227280433943,0.5191605766139836,0.5136518962647862
MLKR,isolet,(7797|617|26),2,0,0.2769941010515517,0.27994114430481004,0.2759612640251183,0.27332182354182694
MLKR,isolet,(7797|617|26),2,0.1,0.27083867658373945,0.2707856124147604,0.2720142423071152,0.2653688704467762
MLKR,isolet,(7797|617|26),2,0.2,0.273146960759169,0.2734719875443184,0.2721662997853269,0.2676632131040689
MLKR,isolet,(7797|617|26),2,0.3,0.2869966658117466,0.2872351130374712,0.2860716353453638,0.28057389472006333
MLKR,isolet,(7797|617|26),4,0,0.523211079764042,0.5252570299095368,0.5270597675236622,0.5184536010051002
MLKR,isolet,(7797|617|26),4,0.1,0.5283406001538856,0.5302994777069627,0.5315884448042838,0.5267747468610492
MLKR,isolet,(7797|617|26),4,0.2,0.5155167991792767,0.5198995825100682,0.5185194617889468,0.5133984537261675
MLKR,isolet,(7797|617|26),4,0.3,0.5324442164657605,0.5325447797613386,0.5310380016868594,0.5282450228498425
LFDA,isolet,(7797|617|26),2,0,0.2749422928956143,0.2754823458036167,0.2728998437690778,0.26784171477035745
LFDA,isolet,(7797|617|26),2,0.1,0.2710951526032316,0.27119307565930184,0.2707287622504689,0.2656240171377329
LFDA,isolet,(7797|617|26),2,0.2,0.26853039240830984,0.26851421633083833,0.2684029725771744,0.2632276650126012
LFDA,isolet,(7797|617|26),2,0.3,0.26673506027186455,0.2675675223046801,0.2681001449447746,0.26235169751590337
LFDA,isolet,(7797|617|26),4,0,0.48576558091818417,0.4844213165013226,0.48393027660927423,0.47907266281477245
LFDA,isolet,(7797|617|26),4,0.1,0.5003847140292382,0.500143703851259,0.502150890810371,0.496657840925864
LFDA,isolet,(7797|617|26),4,0.2,0.5124390869453707,0.516560204982207,0.5133305031966601,0.5073780997436379
LFDA,isolet,(7797|617|26),4,0.3,0.4967940497563478,0.5024778170052117,0.4983597103357411,0.49221064775753887
LMNN,isolet,(7797|617|26),2,0,0.2654526801744037,0.26997069792732803,0.26723572554313746,0.26278506864456014
LMNN,isolet,(7797|617|26),2,0.1,0.2769941010515517,0.28621203738206047,0.2791400924516062,0.27407332247094046
LMNN,isolet,(7797|617|26),2,0.2,0.2713516286227238,0.27230558327914295,0.2701305654681735,0.266407883719724
LMNN,isolet,(7797|617|26),2,0.3,0.26699153629135675,0.27254175720219115,0.26864412611047245,0.2635346951149
LMNN,isolet,(7797|617|26),4,0,0.5234675557835342,0.5327609884570649,0.5265808417319804,0.5229032509404888
LMNN,isolet,(7797|617|26),4,0.1,0.5319312644267761,0.5356768127328861,0.5311808923517212,0.528747743042598
LMNN,isolet,(7797|617|26),4,0.2,0.5183380353936907,0.5228363022084537,0.5192408768735249,0.5121990510349107
LMNN,isolet,(7797|617|26),4,0.3,0.5134649910233393,0.5139722878679901,0.5100732748016005,0.5064811805300118
NCA,letters,(20000|16|26),2,0,0.1836,0.1944928562589629,0.1826049939164442,0.18073502963109697
NCA,letters,(20000|16|26),2,0.1,0.1813,0.18899336176459133,0.18104910295415638,0.17635445029979324
NCA,letters,(20000|16|26),2,0,0.1765,0.18199407690776376,0.17550426890406148,0.171089823953941
NCA,letters,(20000|16|26),2,0.1,0.1831,0.18922907932764368,0.18143917915887278,0.17671197807524203
NCA,letters,(20000|16|26),2,0.2,0.1831,0.19045203667693175,0.18335464270271637,0.17638815640082076
NCA,letters,(20000|16|26),2,0.3,0.181,0.1897138911952867,0.18001845977580289,0.17760092889965068
NCA,letters,(20000|16|26),4,0,0.5935,0.6002922403456494,0.5951979049035366,0.5950435921863759
NCA,letters,(20000|16|26),4,0.1,0.5809,0.590315559652729,0.5798628500845788,0.5820556556679013
NCA,letters,(20000|16|26),4,0.2,0.5937,0.5973977448018135,0.5936610936128233,0.5926341388158771
NCA,letters,(20000|16|26),4,0.3,0.5865,0.5921868914909593,0.5866399204622609,0.5870765790252535
LFDA,letters,(20000|16|26),2,0,0.1844,0.19163944477083533,0.18333070008537905,0.17888863334764737
LFDA,letters,(20000|16|26),2,0.1,0.1864,0.19512543456432235,0.18694068628878815,0.18232622920979885
LFDA,letters,(20000|16|26),2,0.2,0.1877,0.1980363827291966,0.18647368425448185,0.18329990019546352
LFDA,letters,(20000|16|26),2,0.3,0.1866,0.19378067332382645,0.18803198100526686,0.18228860214826476
LFDA,letters,(20000|16|26),4,0,0.5907,0.599096479942748,0.5897089909523511,0.5907970642153264
LFDA,letters,(20000|16|26),4,0.1,0.5965,0.6030895093068479,0.5979510826525634,0.5979052549914219
LFDA,letters,(20000|16|26),4,0.2,0.5901,0.5994104872084217,0.5891942702336109,0.5906064072068555
LFDA,letters,(20000|16|26),4,0.3,0.581,0.5907152323516907,0.580909663104318,0.582695351412632
LMNN,letters,(20000|16|26),2,0,0.1864,0.19406141037236171,0.18642434424701515,0.18189644400977523
LMNN,letters,(20000|16|26),2,0.1,0.1861,0.19415306645430924,0.1873370565811612,0.1817093889488542
LMNN,letters,(20000|16|26),2,0.2,0.1853,0.19390294722527346,0.1862068217356185,0.18176269950551913
LMNN,letters,(20000|16|26),2,0.3,0.1913,0.197836172779991,0.1911346218532648,0.18604532543413813
LMNN,letters,(20000|16|26),4,0,0.5996,0.6058107865990437,0.5990112541346991,0.5987357534120034
LMNN,letters,(20000|16|26),4,0.1,0.5819,0.5957569511632863,0.5843534159714611,0.5843480314102261
LMNN,letters,(20000|16|26),4,0.2,0.5948,0.6039995354248664,0.5933467845978565,0.5939437420340365
LMNN,letters,(20000|16|26),4,0.3,0.573,0.580664425111879,0.5728507620092579,0.5720383432076693
RCA_Supervised,mnist,(4000|784|10),2,0,0.4045,0.3771199570897246,0.39086538586953334,0.38064940922166424
RCA_Supervised,mnist,(4000|784|10),2,0.1,0.4,0.3742454958723439,0.3891916650087383,0.3760515835434882
RCA_Supervised,mnist,(4000|784|10),2,0.2,0.4045,0.37670379133143556,0.39616496880419727,0.37945938402155094
RCA_Supervised,mnist,(4000|784|10),2,0.3,0.418,0.3990343939768982,0.4175795829858406,0.3997460484250606
RCA_Supervised,mnist,(4000|784|10),4,0,0.5885,0.5753468428856552,0.5815761001240303,0.5757663706238276
RCA_Supervised,mnist,(4000|784|10),4,0.1,0.598,0.5898514380844051,0.5955731687728667,0.5862611888025999
RCA_Supervised,mnist,(4000|784|10),4,0.2,0.604,0.5901019492623412,0.592847307108276,0.5886468977360293
RCA_Supervised,mnist,(4000|784|10),4,0.3,0.586,0.576618413241859,0.5788718781810085,0.576034583714245
MMC_Supervised,mnist,(4000|784|10),2,0,0.398,0.3769014031952161,0.3933958135944057,0.3806075178495609
MMC_Supervised,mnist,(4000|784|10),2,0.1,0.396,0.36795743615491855,0.39172032682897207,0.3741605159820595
MMC_Supervised,mnist,(4000|784|10),2,0.2,0.4005,0.37577815996216607,0.3851188360252521,0.3778299322255179
MMC_Supervised,mnist,(4000|784|10),2,0.3,0.4265,0.39964496324718957,0.41916587913349074,0.4058730384118747
MMC_Supervised,mnist,(4000|784|10),4,0,0.5025,0.49779248574438817,0.5022723465151937,0.4929113746341591
MMC_Supervised,mnist,(4000|784|10),4,0.1,0.517,0.5048627401613157,0.5107466597140536,0.5011101238651767
MMC_Supervised,mnist,(4000|784|10),4,0.2,0.509,0.4894132159389601,0.5015698190947195,0.4894343273080379
MMC_Supervised,mnist,(4000|784|10),4,0.3,0.516,0.49488436352716364,0.5064948288519612,0.49407544960872674
LSML_Supervised,mnist,(4000|784|10),2,0,0.404,0.3838978376252362,0.39727447424980167,0.38388421368768766
LSML_Supervised,mnist,(4000|784|10),2,0.1,0.4085,0.38152546090289213,0.4029227117536851,0.38636058338039964
LSML_Supervised,mnist,(4000|784|10),2,0.2,0.4065,0.37347132746897327,0.3953625486000215,0.3786752895208144
LSML_Supervised,mnist,(4000|784|10),2,0.3,0.412,0.39058576927271094,0.40704680035068214,0.39058921885667647
LSML_Supervised,mnist,(4000|784|10),4,0,0.5795,0.5687803643580567,0.5735455513118314,0.5669319798344498
LSML_Supervised,mnist,(4000|784|10),4,0.1,0.5785,0.5635963102423418,0.5668344714231397,0.5626642502796841
LSML_Supervised,mnist,(4000|784|10),4,0.2,0.588,0.5755666402331975,0.579302458496573,0.5760081715446763
LSML_Supervised,mnist,(4000|784|10),4,0.3,0.548,0.5358639399418232,0.5441636858492526,0.5363199239887501
ITML_Supervised,mnist,(4000|784|10),2,0,0.402,0.38028528551938173,0.4021398702203716,0.38104890679006487
ITML_Supervised,mnist,(4000|784|10),2,0.1,0.382,0.35291916497807374,0.37289932238146917,0.35700485204433546
ITML_Supervised,mnist,(4000|784|10),2,0.2,0.384,0.3618937746849825,0.37995576578121515,0.36292029640851114
ITML_Supervised,mnist,(4000|784|10),2,0.3,0.4185,0.3896958162334819,0.41068804076278065,0.39419188272781674
ITML_Supervised,mnist,(4000|784|10),4,0,0.5185,0.5008389420792444,0.508964184973842,0.502028081843652
ITML_Supervised,mnist,(4000|784|10),4,0.1,0.5245,0.5169002035902457,0.5204733807262141,0.51359207234146
ITML_Supervised,mnist,(4000|784|10),4,0.2,0.5255,0.5098879566877348,0.5252441757061218,0.5128078914095641
ITML_Supervised,mnist,(4000|784|10),4,0.3,0.511,0.4960272678895839,0.5044886555383636,0.49445587092316046
NCA,mnist,(4000|784|10),2,0,0.4005,0.38858711468160484,0.39665034384432857,0.3854739944275368
NCA,mnist,(4000|784|10),2,0.1,0.4195,0.39029370637966176,0.4044072918462326,0.39128676701419896
NCA,mnist,(4000|784|10),2,0.2,0.4035,0.3870498158130845,0.398642498327585,0.385200123776184
NCA,mnist,(4000|784|10),2,0.3,0.3935,0.3703833814364393,0.3879823119123883,0.37376209176457437
NCA,mnist,(4000|784|10),4,0,0.5505,0.5403013862451391,0.54979610988235,0.5411029237814132
NCA,mnist,(4000|784|10),4,0.1,0.589,0.5797955164445632,0.5819577888181586,0.5767531629899044
NCA,mnist,(4000|784|10),4,0.2,0.568,0.5557041144429125,0.5617850492754288,0.5499903102970889
NCA,mnist,(4000|784|10),4,0.3,0.5695,0.5568363035098635,0.5640597272737089,0.5564652854901351
MLKR,mnist,(4000|784|10),2,0,0.413,0.3892764299291032,0.40566138795584683,0.3920097802060805
MLKR,mnist,(4000|784|10),2,0.1,0.4145,0.3877775472228625,0.40093314431315863,0.39083536297486327
MLKR,mnist,(4000|784|10),2,0.2,0.3755,0.35400381062504394,0.365743924437129,0.35331110919784553
MLKR,mnist,(4000|784|10),2,0.3,0.41,0.3885309421980468,0.40720385891164224,0.3907967133328987
MLKR,mnist,(4000|784|10),4,0,0.5865,0.5784048863116087,0.5854331805552383,0.5785719139431904
MLKR,mnist,(4000|784|10),4,0.1,0.5845,0.5732718725297692,0.5773708843897035,0.5718225916365792
MLKR,mnist,(4000|784|10),4,0.2,0.5845,0.574421759815402,0.5771132077662446,0.5703485448309052
MLKR,mnist,(4000|784|10),4,0.3,0.5965,0.5855369118201711,0.5891832376471877,0.582438966363673
LFDA,mnist,(4000|784|10),2,0,0.4075,0.38016482104063615,0.405133074191452,0.38418334150688827
LFDA,mnist,(4000|784|10),2,0.1,0.407,0.3831216929377472,0.39787089835961564,0.38507867544720886
LFDA,mnist,(4000|784|10),2,0.2,0.422,0.3885981141681588,0.41260186205648364,0.3958273915820577
LFDA,mnist,(4000|784|10),2,0.3,0.397,0.372539614482693,0.3877777691536236,0.3758047587997294
LFDA,mnist,(4000|784|10),4,0,0.5865,0.5803556242027423,0.5871051952753773,0.577943711592256
LFDA,mnist,(4000|784|10),4,0.1,0.585,0.5756249480716731,0.5814658229305748,0.5736188257176694
LFDA,mnist,(4000|784|10),4,0.2,0.5875,0.5734256318433364,0.578939909049981,0.571453118023993
LFDA,mnist,(4000|784|10),4,0.3,0.5865,0.5810655555221036,0.5797552689924308,0.5747715070023467
LMNN,mnist,(4000|784|10),2,0,0.4075,0.37764957349952755,0.40319070201673224,0.3832629072825231
LMNN,mnist,(4000|784|10),2,0.1,0.4105,0.3749055178643942,0.4003386586597862,0.3823187874513751
LMNN,mnist,(4000|784|10),2,0.2,0.3935,0.3768907487621671,0.3909676567174131,0.37364495861437286
LMNN,mnist,(4000|784|10),2,0.3,0.3985,0.37379703554160104,0.3925772787614189,0.3772408649702991
LMNN,mnist,(4000|784|10),4,0,0.5885,0.5790862671119139,0.5880749682658484,0.5797670247876939
LMNN,mnist,(4000|784|10),4,0.1,0.5945,0.5824238369575223,0.5842955682457769,0.5811872491383907
LMNN,mnist,(4000|784|10),4,0.2,0.5875,0.5752220920063505,0.5820047030970114,0.5751444895326792
LMNN,mnist,(4000|784|10),4,0.3,0.601,0.5933890409676975,0.5945106016441865,0.5908464519473506
MMC_Supervised,soybean,(150|4|3),2,0,0.96,0.9619753086419753,0.9615384615384616,0.9615242323344432
MMC_Supervised,soybean,(150|4|3),2,0.1,0.9466666666666667,0.9472049689440993,0.9472049689440993,0.9472049689440993
MMC_Supervised,soybean,(150|4|3),2,0.2,0.9466666666666667,0.9503657262277952,0.9459876543209876,0.9472049689440993
MMC_Supervised,soybean,(150|4|3),2,0.3,0.92,0.9126984126984127,0.92046783625731,0.9155172413793103
MMC_Supervised,soybean,(150|4|3),4,0,1.0,1.0,1.0,1.0
MMC_Supervised,soybean,(150|4|3),4,0.1,0.9866666666666667,0.9855072463768115,0.9866666666666667,0.9857898715041573
MMC_Supervised,soybean,(150|4|3),4,0.2,0.9733333333333334,0.9753086419753086,0.9753086419753086,0.9743589743589743
MMC_Supervised,soybean,(150|4|3),4,0.3,0.96,0.967741935483871,0.96,0.9617742517129463
LSML_Supervised,soybean,(150|4|3),2,0,0.9866666666666667,0.9888888888888889,0.9871794871794872,0.9878143347734575
LSML_Supervised,soybean,(150|4|3),2,0.1,0.9466666666666667,0.9461111111111111,0.9470457079152732,0.9455555555555555
LSML_Supervised,soybean,(150|4|3),2,0.2,0.96,0.9598765432098765,0.9616977225672878,0.9605415860735009
LSML_Supervised,soybean,(150|4|3),2,0.3,0.9466666666666667,0.9527777777777778,0.9496336996336997,0.9503448275862069
LSML_Supervised,soybean,(150|4|3),4,0,0.9466666666666667,0.9455072463768115,0.9455072463768116,0.9444444444444443
LSML_Supervised,soybean,(150|4|3),4,0.1,0.9866666666666667,0.9876543209876543,0.9855072463768115,0.986303284416492
LSML_Supervised,soybean,(150|4|3),4,0.2,0.9333333333333333,0.9400352733686067,0.9422222222222222,0.9393136930376255
LSML_Supervised,soybean,(150|4|3),4,0.3,0.9733333333333334,0.9732905982905984,0.9732905982905984,0.9732905982905984
ITML_Supervised,soybean,(150|4|3),2,0,0.9733333333333334,0.9770114942528735,0.9743589743589745,0.9747619047619048
ITML_Supervised,soybean,(150|4|3),2,0.1,0.9866666666666667,0.9866666666666667,0.9871794871794872,0.9866613311991465
ITML_Supervised,soybean,(150|4|3),2,0.2,0.9733333333333334,0.9761904761904763,0.9761904761904763,0.9753086419753086
ITML_Supervised,soybean,(150|4|3),2,0.3,0.9733333333333334,0.9770114942528735,0.9682539682539683,0.9714285714285715
ITML_Supervised,soybean,(150|4|3),4,0,0.9733333333333334,0.9753086419753086,0.9733333333333333,0.9732905982905983
ITML_Supervised,soybean,(150|4|3),4,0.1,0.9866666666666667,0.9866666666666667,0.9880952380952381,0.9871366728509585
ITML_Supervised,soybean,(150|4|3),4,0.2,0.9466666666666667,0.9514652014652015,0.9514652014652015,0.9506172839506174
ITML_Supervised,soybean,(150|4|3),4,0.3,0.96,0.9655172413793104,0.9629629629629629,0.962210338680927
NCA,soybean,(150|4|3),2,0,0.8933333333333333,0.9166666666666666,0.9047619047619048,0.8968253968253969
NCA,soybean,(150|4|3),2,0.1,0.9066666666666666,0.9222222222222222,0.9166666666666666,0.908355795148248
NCA,soybean,(150|4|3),2,0.2,0.96,0.9652406417112299,0.9609134826526131,0.9628524046434493
NCA,soybean,(150|4|3),2,0.3,0.96,0.96,0.9642857142857143,0.9598554797270173
NCA,soybean,(150|4|3),4,0,0.9866666666666667,0.9876543209876543,0.9871794871794872,0.987174744111481
NCA,soybean,(150|4|3),4,0.1,0.96,0.9696969696969697,0.9523809523809524,0.9584859584859585
NCA,soybean,(150|4|3),4,0.2,0.9733333333333334,0.9733333333333333,0.9743589743589745,0.9727777777777779
NCA,soybean,(150|4|3),4,0.3,0.96,0.9581939799331104,0.9601571268237935,0.9589098532494758
MLKR,soybean,(150|4|3),2,0,0.9866666666666667,0.9841269841269842,0.9888888888888889,0.9862202011850627
MLKR,soybean,(150|4|3),2,0.1,0.9466666666666667,0.9530864197530864,0.9530864197530864,0.9530864197530864
MLKR,soybean,(150|4|3),2,0.2,0.9733333333333334,0.9753086419753086,0.9722222222222222,0.9726867335562988
MLKR,soybean,(150|4|3),2,0.3,0.92,0.9178981937602627,0.9178981937602627,0.9178981937602627
MLKR,soybean,(150|4|3),4,0,0.9733333333333334,0.9743589743589745,0.9722222222222222,0.9721739130434783
MLKR,soybean,(150|4|3),4,0.1,0.9466666666666667,0.9619047619047619,0.9393939393939394,0.9464646464646465
MLKR,soybean,(150|4|3),4,0.2,0.9066666666666666,0.9102564102564102,0.9106172839506174,0.9102232087803674
MLKR,soybean,(150|4|3),4,0.3,0.96,0.9588405797101448,0.9583333333333334,0.9583152409900131
LFDA,soybean,(150|4|3),2,0,0.9733333333333334,0.9691358024691358,0.9691358024691358,0.9691358024691358
LFDA,soybean,(150|4|3),2,0.1,0.9466666666666667,0.9501424501424501,0.9509523809523809,0.949667616334283
LFDA,soybean,(150|4|3),2,0.2,0.9333333333333333,0.9260606060606061,0.9348370927318296,0.9279030526154317
LFDA,soybean,(150|4|3),2,0.3,0.9733333333333334,0.9722222222222222,0.9753086419753086,0.9726867335562988
LFDA,soybean,(150|4|3),4,0,1.0,1.0,1.0,1.0
LFDA,soybean,(150|4|3),4,0.1,0.9466666666666667,0.9583333333333334,0.9506172839506174,0.9511111111111111
LFDA,soybean,(150|4|3),4,0.2,0.9733333333333334,0.978494623655914,0.9710144927536232,0.9737373737373737
LFDA,soybean,(150|4|3),4,0.3,0.9466666666666667,0.9506172839506174,0.9487179487179488,0.9455555555555555
LMNN,soybean,(150|4|3),2,0,0.96,0.9629629629629629,0.9655172413793104,0.962210338680927
LMNN,soybean,(150|4|3),2,0.1,0.96,0.9615384615384616,0.9642857142857143,0.960723912206392
LMNN,soybean,(150|4|3),2,0.2,0.9333333333333333,0.9393162393162392,0.9410752688172043,0.939997857066324
LMNN,soybean,(150|4|3),2,0.3,0.9733333333333334,0.9733333333333333,0.9770114942528735,0.9742063492063493
LMNN,soybean,(150|4|3),4,0,0.96,0.9616977225672878,0.9598765432098765,0.9605415860735009
LMNN,soybean,(150|4|3),4,0.1,0.96,0.9588405797101448,0.9583333333333334,0.9583152409900131
LMNN,soybean,(150|4|3),4,0.2,0.9733333333333334,0.9753086419753086,0.9696969696969697,0.9713064713064713
LMNN,soybean,(150|4|3),4,0.3,0.9866666666666667,0.9848484848484849,0.9888888888888889,0.9865983445013796
MMC_Supervised,iris,(150|4|3),2,0,0.9733333333333334,0.9761904761904763,0.9743589743589745,0.974320987654321
MMC_Supervised,iris,(150|4|3),2,0.1,0.9733333333333334,0.9761904761904763,0.9733333333333333,0.9737654320987655
MMC_Supervised,iris,(150|4|3),2,0.2,0.9466666666666667,0.9434343434343435,0.9520833333333334,0.9467485919098823
MMC_Supervised,iris,(150|4|3),2,0.3,0.96,0.9629629629629629,0.9615384615384616,0.9599839935974389
MMC_Supervised,iris,(150|4|3),4,0,0.9733333333333334,0.9753086419753086,0.9710144927536232,0.972027972027972
MMC_Supervised,iris,(150|4|3),4,0.1,0.92,0.9259834368530021,0.9214957264957265,0.9207221350078494
MMC_Supervised,iris,(150|4|3),4,0.2,0.9466666666666667,0.9540229885057471,0.9466666666666667,0.9463231347289319
MMC_Supervised,iris,(150|4|3),4,0.3,0.9466666666666667,0.951024487756122,0.9476543209876542,0.9484126984126985
LSML_Supervised,iris,(150|4|3),2,0,0.9466666666666667,0.9455072463768116,0.9455072463768115,0.9444444444444443
LSML_Supervised,iris,(150|4|3),2,0.1,0.9466666666666667,0.9444444444444443,0.9444444444444443,0.9444444444444443
LSML_Supervised,iris,(150|4|3),2,0.2,0.9333333333333333,0.939047619047619,0.939047619047619,0.9371069182389936
LSML_Supervised,iris,(150|4|3),2,0.3,0.96,0.956876456876457,0.9594356261022927,0.9578762615182098
LSML_Supervised,iris,(150|4|3),4,0,0.9733333333333334,0.9710144927536232,0.9761904761904763,0.9725028058361391
